OBJECTID,hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept_l,hzdept_r,hzdept_h,hzdepb_l,hzdepb_r,hzdepb_h,hzthk_l,hzthk_r,hzthk_h,fraggt10_l,fraggt10_r,fraggt10_h,frag3to10_l,frag3to10_r,frag3to10_h,sieveno4_l,sieveno4_r,sieveno4_h,sieveno10_l,sieveno10_r,sieveno10_h,sieveno40_l,sieveno40_r,sieveno40_h,sieveno200_l,sieveno200_r,sieveno200_h,sandtotal_l,sandtotal_r,sandtotal_h,sandvc_l,sandvc_r,sandvc_h,sandco_l,sandco_r,sandco_h,sandmed_l,sandmed_r,sandmed_h,sandfine_l,sandfine_r,sandfine_h,sandvf_l,sandvf_r,sandvf_h,silttotal_l,silttotal_r,silttotal_h,siltco_l,siltco_r,siltco_h,siltfine_l,siltfine_r,siltfine_h,claytotal_l,claytotal_r,claytotal_h,claysizedcarb_l,claysizedcarb_r,claysizedcarb_h,om_l,om_r,om_h,dbtenthbar_l,dbtenthbar_r,dbtenthbar_h,dbthirdbar_l,dbthirdbar_r,dbthirdbar_h,dbfifteenbar_l,dbfifteenbar_r,dbfifteenbar_h,dbovendry_l,dbovendry_r,dbovendry_h,partdensity,ksat_l,ksat_r,ksat_h,awc_l,awc_r,awc_h,wtenthbar_l,wtenthbar_r,wtenthbar_h,wthirdbar_l,wthirdbar_r,wthirdbar_h,wfifteenbar_l,wfifteenbar_r,wfifteenbar_h,wsatiated_l,wsatiated_r,wsatiated_h,lep_l,lep_r,lep_h,ll_l,ll_r,ll_h,pi_l,pi_r,pi_h,aashind_l,aashind_r,aashind_h,kwfact,kffact,caco3_l,caco3_r,caco3_h,gypsum_l,gypsum_r,gypsum_h,sar_l,sar_r,sar_h,ec_l,ec_r,ec_h,cec7_l,cec7_r,cec7_h,ecec_l,ecec_r,ecec_h,sumbases_l,sumbases_r,sumbases_h,ph1to1h2o_l,ph1to1h2o_r,ph1to1h2o_h,ph01mcacl2_l,ph01mcacl2_r,ph01mcacl2_h,freeiron_l,freeiron_r,freeiron_h,feoxalate_l,feoxalate_r,feoxalate_h,extracid_l,extracid_r,extracid_h,extral_l,extral_r,extral_h,aloxalate_l,aloxalate_r,aloxalate_h,pbray1_l,pbray1_r,pbray1_h,poxalate_l,poxalate_r,poxalate_h,ph2osoluble_l,ph2osoluble_r,ph2osoluble_h,ptotal_l,ptotal_r,ptotal_h,excavdifcl,excavdifms,chorizon_cokey,chkey,OBJECTID_1,Site_Code,Latitude,Longitude,State,Zipcode,RASTERVALU,MUKEY,OBJECTID_12,comppct_l,comppct_r,comppct_h,compname,compkind,majcompflag,otherph,localphase,slope_l,slope_r,slope_h,slopelenusle_l,slopelenusle_r,slopelenusle_h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev_l,elev_r,elev_h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry_l,albedodry_r,albedodry_h,airtempa_l,airtempa_r,airtempa_h,map_l,map_r,map_h,reannualprecip_l,reannualprecip_r,reannualprecip_h,ffd_l,ffd_r,ffd_h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod_l,rsprod_r,rsprod_h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub_l,initsub_r,initsub_h,totalsub_l,totalsub_r,totalsub_h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey_1,cokey,MukeyIntL
1481159,Ap,,A,,,0,0,0,20,25,28,20,25,28,0,0,0,0,0,7,88.0000000,94.0000000,100.0000000,85.0000000,92.0000000,100.0000000,67.0000000,78.0000000,90.0000000,42.0000000,51.0000000,60.0000000,36.0000000,48.0000000,62.0000000,0.5000000,1.6000000,4.0000000,4.0000000,9.3000002,14.0000000,17.0000000,20.1000004,27.0000000,7.0000000,11.8000002,19.0000000,3.0000000,5.1999998,9.0000000,30.0000000,41.0000000,48.0000000,10.0000000,13.8000002,17.0000000,20.0000000,27.2000008,33.0000000,7.0000000,11.0000000,16.0000000,0.0000000,0.0000000,0.0000000,1.0000000,1.5000000,2.0000000,,,,1.6000000,1.6600000,1.7000000,,,,1.650000000000000,1.710000000000000,1.800000000000000,,0.1000000,1.0000000,9.9998999,0.1200000,0.2000000,0.2200000,,,,18.7000008,24.2000008,28.7999992,5.4000001,9.1999998,13.6999998,28,33,36,0.5000000,0.9000000,1.3000000,20.0000000,25.0000000,30.0000000,3.0000000,6.0000000,10.0000000,0,0,3,.37,.37,0,0,0,0,0,0,0.0000000,0.0000000,1.0000000,0.1000000,0.2000000,0.3000000,5.0000000,7.0999999,9.3999996,,,,3.000000000000000,6.000000000000000,9.000000000000000,5.0999999,5.8000002,6.3000002,,,,,,,,,,2.3000000,5.1999998,7.9000001,,,,,,,,,,,,,,,,,,,,,13112281,37570028,2,KBSM,42.419618000000000,-85.371266000000006,MI,49060,187069,187069,431213,85,95,100,Kalamazoo,Series,Yes,,,2.0000000,3.0000000,6.0000000,46,61,91,Medium,3,56,5,None - deposition,Crop cover,Row crop,,No,Well drained,238.0000000,275.0000000,311.0000000,,,,"ice-margin complexes, outwash plains on outwash plains, outwash terraces",,0.3000000,,6.0000000,9.0000000,11.0000000,770,900,1040,,,,140,175,200,2,e,,2,e,,,3,,,,,,,,,,,,,,,,,,,Moderate,0,0,0,0,0,0,C,High,Low,"Fine-loamy, mixed, active, mesic Typic Hapludalfs",Alfisols,Udalfs,Hapludalfs,Typic Hapludalfs,fine-loamy,not used,active,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,3/5a,,187069,13112281,187069
1481160,Bt1,,B,,1,20,25,28,44,69,81,21,44,56,0,0,0,0,0,7,77.0000000,90.0000000,100.0000000,71.0000000,88.0000000,100.0000000,52.0000000,72.0000000,92.0000000,30.0000000,45.0000000,62.0000000,31.0000000,51.0000000,72.0000000,0.5000000,3.0999999,10.0000000,4.0000000,9.3999996,20.0000000,11.0000000,22.6000004,33.0000000,7.0000000,11.6999998,19.0000000,1.0000000,4.1999998,10.0000000,7.0000000,26.0000000,45.0000000,1.0000000,9.0000000,14.0000000,5.0000000,17.0000000,27.0000000,18.0000000,23.0000000,31.0000000,0.0000000,0.0000000,0.0000000,0.2000000,0.4000000,0.7000000,,,,1.5000000,1.6400000,1.7000000,,,,1.650000000000000,1.760000000000000,1.800000000000000,,0.1000000,0.5500000,0.9999000,0.1200000,0.1700000,0.1900000,,,,16.6000004,22.7000008,28.2000008,9.6000004,15.1999998,22.3999996,26,33,41,1.1000000,1.9000000,3.2000000,28.0000000,33.0000000,42.0000000,12.0000000,16.0000000,22.0000000,0,1,5,.28,.28,0,0,0,0,0,0,0.0000000,0.0000000,1.0000000,0.0000000,0.1000000,0.2000000,8.8000002,12.0000000,16.2000008,5.5000000,7.8000002,11.8000002,5.000000000000000,7.800000000000000,11.800000000000001,4.8000002,5.4000001,6.5000000,,,,,,,,,,2.0000000,6.0999999,8.3999996,,,,,,,,,,,,,,,,,,,,,13112281,37570029,2,KBSM,42.419618000000000,-85.371266000000006,MI,49060,187069,187069,431213,85,95,100,Kalamazoo,Series,Yes,,,2.0000000,3.0000000,6.0000000,46,61,91,Medium,3,56,5,None - deposition,Crop cover,Row crop,,No,Well drained,238.0000000,275.0000000,311.0000000,,,,"ice-margin complexes, outwash plains on outwash plains, outwash terraces",,0.3000000,,6.0000000,9.0000000,11.0000000,770,900,1040,,,,140,175,200,2,e,,2,e,,,3,,,,,,,,,,,,,,,,,,,Moderate,0,0,0,0,0,0,C,High,Low,"Fine-loamy, mixed, active, mesic Typic Hapludalfs",Alfisols,Udalfs,Hapludalfs,Typic Hapludalfs,fine-loamy,not used,active,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,3/5a,,187069,13112281,187069
1680930,E,,E,,,,18,,,38,,,,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,95.0000000,97.5000000,100.0000000,2.0000000,12.0000000,20.0000000,,1.0000000,,,1.4000000,,,2.0000000,,,3.8000000,,,3.8000000,,,72.0000000,,,,,,,,14.0000000,16.0000000,20.0000000,,,,1.0000000,1.5000000,2.0000000,,,,1.2000000,1.3000000,1.4000000,,,,,1.480000000000000,,,4.2329998,9.0000000,14.1099997,0.2200000,0.2300000,0.2400000,,,,,25.8999996,,,10.1000004,,,48,,3.0000000,4.5000000,5.9000001,25.0000000,26.0000000,30.0000000,7.0000000,8.0000000,11.0000000,5,6,10,.55,.55,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,12.0000000,15.0000000,18.0000000,,,,,,,5.0999999,5.8000002,6.5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13039701,37369459,10,LINC,41.154299999999999,-96.415300000000002,NE,68033,1691417,1691417,500193,85,90,95,Filbert,Series,Yes,,,0.0000000,0.0000000,1.0000000,,76,,Negligible,3,48,6,,Crop cover,Row crop,,No,Somewhat poorly drained,305.0000000,396.0000000,457.0000000,0,135,359,depressions on stream terraces on valleys,,0.1600000,,10.0000000,11.0000000,12.0000000,711,737,762,,,,155,165,175,2,w,,2,w,,,2,,3700,4100,4500,,,,,,,,,,,,,,,High,0,0,0,,,,D,Moderate,High,"Fine, smectitic, mesic Vertic Argialbolls",Mollisols,Albolls,Argialbolls,Vertic Argialbolls,fine,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1691417,13039701,1691417
1680931,Bt,,B,,,,38,,,157,,,,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,95.0000000,97.5000000,100.0000000,2.0000000,5.3000002,15.0000000,,0.2000000,,,0.3000000,,,0.6000000,,,1.7000000,,,2.5000000,,,44.7000008,,,,,,,,45.0000000,50.0000000,55.0000000,,,,0.5000000,0.7500000,1.0000000,,,,1.1000000,1.1500000,1.2000000,,,,,1.430000000000000,,,0.0100000,0.2100000,0.4233000,0.1100000,0.1200000,0.1300000,,,,,32.5999985,,,25.6000004,,,53,,6.0000000,7.5000000,8.8999996,61.0000000,66.0000000,71.0000000,37.0000000,41.0000000,45.0000000,39,46,52,.32,.32,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,31.5000000,37.0000000,,,,,,,6.0999999,7.0000000,7.8000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13039701,37369460,10,LINC,41.154299999999999,-96.415300000000002,NE,68033,1691417,1691417,500193,85,90,95,Filbert,Series,Yes,,,0.0000000,0.0000000,1.0000000,,76,,Negligible,3,48,6,,Crop cover,Row crop,,No,Somewhat poorly drained,305.0000000,396.0000000,457.0000000,0,135,359,depressions on stream terraces on valleys,,0.1600000,,10.0000000,11.0000000,12.0000000,711,737,762,,,,155,165,175,2,w,,2,w,,,2,,3700,4100,4500,,,,,,,,,,,,,,,High,0,0,0,,,,D,Moderate,High,"Fine, smectitic, mesic Vertic Argialbolls",Mollisols,Albolls,Argialbolls,Vertic Argialbolls,fine,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1691417,13039701,1691417
1680932,Bt,,B,,,,157,,,203,,,,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,95.0000000,97.5000000,100.0000000,2.0000000,7.5000000,10.0000000,,0.5000000,,,0.8000000,,,1.2000000,,,2.4000001,,,2.5999999,,,54.5000000,,,,,,,,35.0000000,38.0000000,45.0000000,,,,0.5000000,0.7500000,1.0000000,,,,1.1000000,1.2000000,1.2500000,,,,,1.490000000000000,,,0.0100000,0.2100000,0.4233000,0.1100000,0.1200000,0.1300000,,,,,32.2999992,,,19.0000000,,,52,,6.0000000,7.5000000,8.8999996,51.0000000,54.0000000,61.0000000,29.0000000,31.0000000,37.0000000,30,34,42,.43,.43,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,26.0000000,31.5000000,37.0000000,,,,,,,6.0999999,7.4000001,7.8000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13039701,37369461,10,LINC,41.154299999999999,-96.415300000000002,NE,68033,1691417,1691417,500193,85,90,95,Filbert,Series,Yes,,,0.0000000,0.0000000,1.0000000,,76,,Negligible,3,48,6,,Crop cover,Row crop,,No,Somewhat poorly drained,305.0000000,396.0000000,457.0000000,0,135,359,depressions on stream terraces on valleys,,0.1600000,,10.0000000,11.0000000,12.0000000,711,737,762,,,,155,165,175,2,w,,2,w,,,2,,3700,4100,4500,,,,,,,,,,,,,,,High,0,0,0,,,,D,Moderate,High,"Fine, smectitic, mesic Vertic Argialbolls",Mollisols,Albolls,Argialbolls,Vertic Argialbolls,fine,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1691417,13039701,1691417
1680933,Ap,,A,,,,0,,,18,,,,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,95.0000000,97.5000000,100.0000000,2.0000000,10.0000000,20.0000000,,0.8000000,,,1.1000000,,,1.6000000,,,3.0999999,,,3.4000001,,,68.0000000,,,,,,,,18.0000000,22.0000000,27.0000000,,,,2.0000000,3.0000000,4.0000000,,,,1.2000000,1.3000000,1.4000000,,,,,1.480000000000000,,,4.2329998,9.0000000,14.1099997,0.2200000,0.2300000,0.2400000,,,,,29.7000008,,,15.0000000,,,47,,3.0000000,4.5000000,5.9000001,28.0000000,32.0000000,36.0000000,9.0000000,13.0000000,16.0000000,7,12,16,.43,.43,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,18.0000000,22.5000000,27.0000000,,,,,,,4.5000000,5.3000002,6.0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13039701,37369462,10,LINC,41.154299999999999,-96.415300000000002,NE,68033,1691417,1691417,500193,85,90,95,Filbert,Series,Yes,,,0.0000000,0.0000000,1.0000000,,76,,Negligible,3,48,6,,Crop cover,Row crop,,No,Somewhat poorly drained,305.0000000,396.0000000,457.0000000,0,135,359,depressions on stream terraces on valleys,,0.1600000,,10.0000000,11.0000000,12.0000000,711,737,762,,,,155,165,175,2,w,,2,w,,,2,,3700,4100,4500,,,,,,,,,,,,,,,High,0,0,0,,,,D,Moderate,High,"Fine, smectitic, mesic Vertic Argialbolls",Mollisols,Albolls,Argialbolls,Vertic Argialbolls,fine,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1691417,13039701,1691417
2143225,C3,,C,,3,,122,,,203,,,81,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,95.0000000,97.5000000,100.0000000,65.0000000,77.5000000,90.0000000,10.0000000,53.0000000,75.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.2000000,1.0000000,5.0000000,10.0000000,52.0000000,70.0000000,40.0000000,42.0000000,75.0000000,20.0000000,37.0000000,70.0000000,3.0000000,5.0000000,25.0000000,5.0000000,5.0000000,18.0000000,,,,0.1000000,0.1000000,0.2000000,,,,1.3000000,1.4000000,1.5000000,,,,,1.460000000000000,,,4.2329998,7.0000000,14.1099997,0.1700000,0.1900000,0.2200000,,,,,11.3000002,,,2.9000001,,,44,,0.0000000,1.5000000,2.9000001,15.0000000,15.0000000,28.0000000,3.0000000,3.0000000,9.0000000,0,0,6,.64,.64,0,1,5,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5.0000000,10.0000000,15.0000000,,,,,,,6.5999999,7.8000002,8.3999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13515857,38714493,7,MNHT,39.140700000000002,-96.638900000000007,KS,66502,1472327,1531800,657782,10,15,20,Eudora,Series,No ,,,0.0000000,1.0000000,1.0000000,,106,,Low,5,86,3,,Crop cover,Row crop,,No,Well drained,244.0000000,272.0000000,320.0000000,0,180,359,flood-plain steps on river valleys,,,,11.0000000,12.0000000,13.0000000,800,1000,1200,,,,175,195,215,1,,,,,,,,,6000,8000,10000,,,,,,,,,,,,,,,High,0,0,0,,,,B,Low,Low,"Coarse-silty, mixed, superactive, mesic Fluventic Hapludolls",Mollisols,Udolls,Hapludolls,Fluventic Hapludolls,coarse-silty,,superactive,not used,mesic,Udic,mesic,,,,,,,,N/A,N/A,,,,,1531800,13515857,1531800
2143226,Ap,,A,,,,0,,,18,,,18,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,85.0000000,92.5000000,100.0000000,70.0000000,87.5000000,95.0000000,10.0000000,28.0000000,50.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.1000000,0.2000000,0.1000000,0.2000000,0.3000000,0.2000000,2.0000000,5.0000000,10.0000000,25.7000008,50.0000000,40.0000000,60.0000000,80.0000000,20.0000000,43.0000000,70.0000000,5.0000000,17.0000000,25.0000000,5.0000000,12.0000000,18.0000000,,,,1.5000000,1.7500000,2.0000000,,,,1.3000000,1.3500000,1.5000000,,,,,1.410000000000000,,,4.2329998,6.0000000,14.1099997,0.2000000,0.2200000,0.2400000,,,,,24.6000004,,,8.6999998,,,45,,0.0000000,1.5000000,2.9000001,15.0000000,23.0000000,28.0000000,3.0000000,6.0000000,9.0000000,0,3,7,.55,.55,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5.0000000,12.5000000,20.0000000,,,,,,,6.0999999,6.5999999,7.3000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13515857,38714494,7,MNHT,39.140700000000002,-96.638900000000007,KS,66502,1472327,1531800,657782,10,15,20,Eudora,Series,No ,,,0.0000000,1.0000000,1.0000000,,106,,Low,5,86,3,,Crop cover,Row crop,,No,Well drained,244.0000000,272.0000000,320.0000000,0,180,359,flood-plain steps on river valleys,,,,11.0000000,12.0000000,13.0000000,800,1000,1200,,,,175,195,215,1,,,,,,,,,6000,8000,10000,,,,,,,,,,,,,,,High,0,0,0,,,,B,Low,Low,"Coarse-silty, mixed, superactive, mesic Fluventic Hapludolls",Mollisols,Udolls,Hapludolls,Fluventic Hapludolls,coarse-silty,,superactive,not used,mesic,Udic,mesic,,,,,,,,N/A,N/A,,,,,1531800,13515857,1531800
2143227,A,,A,,,,18,,,36,,,18,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,85.0000000,92.5000000,100.0000000,80.0000000,87.5000000,95.0000000,10.0000000,31.0000000,50.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.2000000,0.3000000,0.2000000,2.0000000,5.0000000,10.0000000,28.7999992,50.0000000,40.0000000,57.0000000,80.0000000,20.0000000,41.0000000,70.0000000,5.0000000,16.0000000,25.0000000,5.0000000,12.0000000,18.0000000,,,,1.0000000,1.5000000,2.0000000,,,,1.3000000,1.3500000,1.5000000,,,,,1.410000000000000,,,4.2329998,6.0000000,14.1099997,0.2000000,0.2200000,0.2400000,,,,,24.2999992,,,8.3999996,,,45,,0.0000000,1.5000000,2.9000001,15.0000000,23.0000000,28.0000000,3.0000000,6.0000000,9.0000000,0,3,7,.55,.55,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5.0000000,12.5000000,20.0000000,,,,,,,6.5999999,7.3000002,7.8000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13515857,38714495,7,MNHT,39.140700000000002,-96.638900000000007,KS,66502,1472327,1531800,657782,10,15,20,Eudora,Series,No ,,,0.0000000,1.0000000,1.0000000,,106,,Low,5,86,3,,Crop cover,Row crop,,No,Well drained,244.0000000,272.0000000,320.0000000,0,180,359,flood-plain steps on river valleys,,,,11.0000000,12.0000000,13.0000000,800,1000,1200,,,,175,195,215,1,,,,,,,,,6000,8000,10000,,,,,,,,,,,,,,,High,0,0,0,,,,B,Low,Low,"Coarse-silty, mixed, superactive, mesic Fluventic Hapludolls",Mollisols,Udolls,Hapludolls,Fluventic Hapludolls,coarse-silty,,superactive,not used,mesic,Udic,mesic,,,,,,,,N/A,N/A,,,,,1531800,13515857,1531800
2143228,C1,,C,,1,,36,,,102,,,66,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,95.0000000,97.5000000,100.0000000,80.0000000,87.5000000,95.0000000,10.0000000,30.0000000,50.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.1000000,0.2000000,0.2000000,1.0000000,5.0000000,10.0000000,28.8999996,70.0000000,40.0000000,58.0000000,85.0000000,20.0000000,43.0000000,70.0000000,5.0000000,15.0000000,25.0000000,5.0000000,12.0000000,18.0000000,,,,0.2000000,0.8000000,1.0000000,,,,1.3000000,1.4000000,1.5000000,,,,,1.460000000000000,,,4.2329998,7.0000000,14.1099997,0.1700000,0.1900000,0.2200000,,,,,23.6000004,,,7.8000002,,,44,,0.0000000,1.5000000,2.9000001,15.0000000,23.0000000,28.0000000,3.0000000,6.0000000,9.0000000,0,3,7,.64,.64,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5.0000000,10.0000000,15.0000000,,,,,,,6.5999999,7.3000002,8.3999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13515857,38714496,7,MNHT,39.140700000000002,-96.638900000000007,KS,66502,1472327,1531800,657782,10,15,20,Eudora,Series,No ,,,0.0000000,1.0000000,1.0000000,,106,,Low,5,86,3,,Crop cover,Row crop,,No,Well drained,244.0000000,272.0000000,320.0000000,0,180,359,flood-plain steps on river valleys,,,,11.0000000,12.0000000,13.0000000,800,1000,1200,,,,175,195,215,1,,,,,,,,,6000,8000,10000,,,,,,,,,,,,,,,High,0,0,0,,,,B,Low,Low,"Coarse-silty, mixed, superactive, mesic Fluventic Hapludolls",Mollisols,Udolls,Hapludolls,Fluventic Hapludolls,coarse-silty,,superactive,not used,mesic,Udic,mesic,,,,,,,,N/A,N/A,,,,,1531800,13515857,1531800
2143229,C2,,C,,2,,102,,,122,,,20,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,95.0000000,97.5000000,100.0000000,60.0000000,80.0000000,100.0000000,10.0000000,37.0000000,50.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.2000000,1.0000000,5.0000000,10.0000000,36.0000000,70.0000000,40.0000000,56.0000000,85.0000000,20.0000000,51.0000000,70.0000000,3.0000000,5.0000000,25.0000000,5.0000000,7.0000000,18.0000000,,,,0.1000000,0.3000000,0.5000000,,,,1.3000000,1.4000000,1.5000000,,,,,1.460000000000000,,,4.2329998,7.0000000,14.1099997,0.1700000,0.1900000,0.2200000,,,,,19.2000008,,,4.3000002,,,44,,0.0000000,1.5000000,2.9000001,15.0000000,17.0000000,28.0000000,3.0000000,5.0000000,9.0000000,0,0,8,.64,.64,0,0,1,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5.0000000,10.0000000,15.0000000,,,,,,,6.5999999,7.8000002,8.3999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13515857,38714497,7,MNHT,39.140700000000002,-96.638900000000007,KS,66502,1472327,1531800,657782,10,15,20,Eudora,Series,No ,,,0.0000000,1.0000000,1.0000000,,106,,Low,5,86,3,,Crop cover,Row crop,,No,Well drained,244.0000000,272.0000000,320.0000000,0,180,359,flood-plain steps on river valleys,,,,11.0000000,12.0000000,13.0000000,800,1000,1200,,,,175,195,215,1,,,,,,,,,6000,8000,10000,,,,,,,,,,,,,,,High,0,0,0,,,,B,Low,Low,"Coarse-silty, mixed, superactive, mesic Fluventic Hapludolls",Mollisols,Udolls,Hapludolls,Fluventic Hapludolls,coarse-silty,,superactive,not used,mesic,Udic,mesic,,,,,,,,N/A,N/A,,,,,1531800,13515857,1531800
2231534,Ap,,A,,,0,0,0,13,18,20,13,18,20,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,94.0000000,97.0000000,100.0000000,93.0000000,96.0000000,100.0000000,2.0000000,4.9000001,10.0000000,0.0000000,0.9000000,1.0000000,1.0000000,2.0999999,2.5000000,0.3000000,0.6000000,2.0000000,0.2000000,0.5000000,2.0000000,0.5000000,0.8000000,2.5000000,67.4000015,77.4000015,83.0000000,28.3999996,32.0999985,33.0000000,39.0000000,45.2999992,50.0000000,15.0000000,17.7000008,27.0000000,0.0000000,0.0000000,0.0000000,1.0000000,1.8700000,4.0000000,,,,1.3200001,1.3900000,1.4600000,,,,1.400000000000000,1.470000000000000,1.550000000000000,,4.0000000,9.0000000,14.0000000,0.2200000,0.2300000,0.2400000,,,,25.5000000,27.7000008,32.9000015,9.6000004,12.3000002,20.0000000,41,44,46,1.4000000,1.8000000,3.5999999,27.0000000,32.0000000,45.0000000,9.0000000,12.0000000,18.0000000,7,11,21,.55,.55,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,2.0000000,12.8999996,15.1999998,22.5000000,,,,10.900000000000000,14.000000000000000,22.399999999999999,5.5999999,6.5000000,7.3000002,,,,,,,,,,1.5000000,4.8000002,10.3000002,,,,,,,,,,,,,,,,,,,,,13989611,40184020,6,CLMB,38.896900000000002,-92.217799999999997,MO,65201,2532934,2532763,688048,77,85,100,Mexico,Series,Yes,,,1.0000000,2.0000000,4.0000000,30,61,91,,3,56,5,Class 2,Crop cover,Row crop,,Yes,Poorly drained,183.0000000,243.0000000,280.0000000,0,180,360,"ridges, till plains",,0.2300000,,11.0000000,12.0000000,12.0000000,940,991,1041,,,,189,201,212,3,e,,,,,,,,,,,,,,,,,,,,,,,,,High,0,0,0,0,0,0,D,Moderate,High,"Fine, smectitic, mesic Vertic Epiaqualfs",Alfisols,Aqualfs,Epiaqualfs,Vertic Epiaqualfs,fine,not used,not used,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,2532763,13989611,2532763
