SITE,PLANT_ID,ECOTYPE,SUBPOP,PL,PBN,SBN
PKLE,J020.C,Coastal,Gulf,21.808407002700825,3.741372526502581,2.450750263541773
CLMB,J020.C,Coastal,Gulf,20.448542656360576,2.3430772727613554,1.500969750134643
KBSM,J020.C,Coastal,Gulf,20.555205561847796,4.371474572721103,1.3728913839967616
PKLE,J026.C,Lowland,Atlantic,15.961565540298608,6.333609319796974,5.86565537530256
CLMB,J026.C,Lowland,Atlantic,19.955627241751277,3.953976878814797,5.160016340769645
KBSM,J026.C,Lowland,Atlantic,-14.259875444968786,0.8715938803750648,-6.204360477436319
PKLE,J006.C,Coastal,Atlantic,-2.4235026136994513,-2.0911602584097957,0.27762882878491
CLMB,J006.C,Coastal,Atlantic,1.8527592122146064,0.7321776667079082,-0.02363299596327483
KBSM,J006.C,Coastal,Atlantic,-5.595631851991728,2.4624487405323574,0.498593092292944
PKLE,J251.A,Lowland,Gulf,31.260800700251064,22.535089277886925,2.7611961827927525
CLMB,J251.A,Lowland,Gulf,29.490557905244653,21.351692624191976,8.209221832965481
KBSM,J251.A,Lowland,Gulf,13.092572394174123,22.50721997851421,2.247189675700579
PKLE,J249.C,Lowland,Gulf,31.910449751629073,21.563000480401517,3.071642102043736
CLMB,J249.C,Lowland,Gulf,8.109959347987514,12.330654830292696,-0.02363299596327483
KBSM,J249.C,Lowland,Gulf,29.94673967540322,19.325510258199635,8.075844953726032
PKLE,J517.A,Upland,Atlantic,-13.694913655108154,-6.6275746466749865,-2.2059385252229355
CLMB,J517.A,Upland,Atlantic,-6.394940113764029,-2.811801466609666,-1.5482357420611883
KBSM,J517.A,Upland,Atlantic,-13.97528350213377,-1.6737738958765966,0.49859309229294546
PKLE,J016.A,Lowland,Gulf,5.632145623388042,24.15523727369591,3.071642102043736
CLMB,J016.A,Lowland,Gulf,3.965702358915644,31.33927018172333,5.160016340769645
KBSM,J016.A,Lowland,Gulf,6.452093728023821,30.461494279300663,5.744382842515846
PKLE,J394.A,Upland,Midwest,-5.899125038571868,-10.515929836616571,-2.826830363724897
CLMB,J394.A,Upland,Midwest,-10.03686292234234,-10.221939654455504,-3.3777590373786905
KBSM,J394.A,Upland,Midwest,-3.477002944219964,-11.218903056820338,-1.2500034911146896
PKLE,J676.C,Upland,Atlantic,0.5324005700705606,-3.0632490558951946,2.7611961827927547
CLMB,J676.C,Upland,Atlantic,0.16680011893310137,-3.133981387820356,0.8911286516954767
KBSM,J676.C,Upland,Atlantic,-1.1054034205948566,-4.8554836161911785,-0.9585707272134146
PKLE,J029.A,Upland,Midwest,-4.080107694713414,-7.923693043322178,-1.2746007674699946
CLMB,J029.A,Upland,Midwest,-9.503132855567936,-6.677960521137931,-3.682679586598274
KBSM,J029.A,Upland,Midwest,-5.469146544065056,-7.082680420411384,-2.707167310621051
PKLE,J601.B,Coastal,Atlantic,-9.4072299160132,-0.4710122626008041,4.0029798597966755
CLMB,J601.B,Coastal,Atlantic,-2.37626666981555,0.4099977454972178,3.330493045452144
KBSM,J601.B,Coastal,Atlantic,-0.6943261698331673,1.507935824437981,3.41292073130567
PKLE,J390.B,Upland,Midwest,-5.249475987193849,-12.136077832425563,-2.516384444473917
CLMB,J390.B,Upland,Midwest,-6.740294862853356,-5.389240836295174,-4.292520685037441
KBSM,J390.B,Upland,Midwest,-2.2121498649532376,0.23525193631215227,3.995786259108214
PKLE,J433.B,Upland,Atlantic,-9.5046772737199,-13.432196229072762,-4.3790599599797995
CLMB,J433.B,Upland,Atlantic,-0.45797801805576765,-6.35578059992724,-1.8531562912807735
KBSM,J433.B,Upland,Atlantic,-0.9472967856865186,-14.718783749166375,-4.455763894028685
PKLE,J678.C,Coastal,Atlantic,1.117084716310783,2.769283729017185,-0.3432630097170527
CLMB,J678.C,Coastal,Atlantic,11.626298611442431,-1.200901860556224,-3.987600135817858
KBSM,J678.C,Coastal,Atlantic,9.139906521465605,3.73513262865819,-0.08427243550960005
PKLE,J306.C,Coastal,Gulf,11.316574822945736,0.8251061340463925,3.3820880212947153
CLMB,J306.C,Coastal,Gulf,11.023497594850156,0.08781782428653251,1.500969750134643
KBSM,J306.C,Coastal,Gulf,2.815641125131995,-0.40109000775076786,2.247189675700582
PKLE,J358.A,Upland,Midwest,-9.147370295461986,-4.035337853380593,-2.2059385252229355
CLMB,J358.A,Upland,Midwest,-9.948954440755962,4.598336721236173,-1.8531562912807735
KBSM,J358.A,Upland,Midwest,-12.963401038720397,3.7351326286581865,-2.4157345467197793
PKLE,J354.C,Upland,Midwest,-18.242457014754315,-14.404285026558156,-4.999951798481762
CLMB,J354.C,Upland,Midwest,-15.813705998018278,-12.799379024141013,-3.987600135817858
KBSM,J354.C,Upland,Midwest,-9.95937497546192,-6.446338476348467,-2.4157345467197793
PKLE,J614.A,Coastal,Atlantic,16.448802328832127,11.194053307223957,11.453681921820214
CLMB,J614.A,Coastal,Atlantic,6.57156092022599,11.36411506666063,6.074777988428394
KBSM,J614.A,Coastal,Atlantic,18.879275231819395,16.46197150991651,15.070231287356568
PKLE,J662.E,Lowland,Gulf,21.386135119305106,23.183148476210516,7.107439052306483
CLMB,J662.E,Lowland,Gulf,9.588705591815431,15.87463396361027,4.85509579155006
KBSM,J662.E,Lowland,Gulf,15.970113149505918,19.007339286168175,4.287219023009487
PKLE,J516.B,Upland,Gulf,-10.803975376475949,-13.432196229072762,-4.3790599599797995
CLMB,J516.B,Upland,Gulf,-9.503132855567928,-7.966680205980682,-2.7679179389395254
KBSM,J516.B,Upland,Gulf,-13.532584924390422,-9.628048196663048,-2.707167310621051
PKLE,J504.A,Coastal,Gulf,16.026530445436414,19.61882288543073,11.453681921820214
CLMB,J504.A,Coastal,Gulf,-11.952011985474032,9.753215460607194,0.5862081024758914
KBSM,J504.A,Coastal,Gulf,18.657925942947717,9.462210125224424,4.287219023009487
PKLE,J223.A,Lowland,Gulf,14.272478006715748,6.333609319796974,2.450750263541773
CLMB,J223.A,Lowland,Gulf,14.131690336654051,8.464495775764432,4.855095791550064
KBSM,J223.A,Lowland,Gulf,-9.801268340553582,-11.537074028851794,-0.9585707272134176
PKLE,J024.A,Upland,Midwest,-8.627651054359571,-5.331456250027784,-2.516384444473916
CLMB,J024.A,Upland,Midwest,-17.823042719992518,-7.644500284769997,-4.902361783476607
KBSM,J024.A,Upland,Midwest,-15.904184448015526,-9.628048196663046,-2.998600074522323
PKLE,J073.B,Lowland,Gulf,34.47656350457228,9.897934910576758,4.623871698298636
CLMB,J073.B,Lowland,Gulf,19.50666606793516,11.041935145449946,1.8058902993542283
KBSM,J073.B,Lowland,Gulf,36.0180344558835,4.053303600689646,3.995786259108217
PKLE,J591.A,Coastal,Atlantic,4.783692226941838,1.9869386547004049,2.537878476930059
CLMB,J591.A,Coastal,Atlantic,16.9635992791865,2.0208973515506647,1.8058902993542283
KBSM,J591.A,Coastal,Atlantic,9.171527848447278,0.23525193631215227,-0.37570519941087355
PKLE,J669.B,Upland,Atlantic,-5.411888250038351,-5.9795154483513855,-1.2746007674699946
CLMB,J669.B,Upland,Atlantic,-3.170582592720993,-3.778341230241732,0.28128755325631044
KBSM,J669.B,Upland,Atlantic,-2.3386351728799095,-7.082680420411384,1.081458620095491
PKLE,J430.A,Upland,Atlantic,-17.00812381713607,-5.007426650865989,-1.5850466867209738
CLMB,J430.A,Upland,Atlantic,-15.028808840997089,-8.93321996961275,-2.158076840500358
KBSM,J430.A,Upland,Atlantic,-11.097742746801975,-4.8554836161911785,-1.8328690189172336
PKLE,J658.B,Upland,Midwest,9.33514521624278,0.501076534884592,-0.03281709046607135
CLMB,J658.B,Upland,Midwest,6.4145814888217485,-4.744880993873798,-1.8531562912807735
KBSM,J658.B,Upland,Midwest,5.8512885153721355,-7.7190223644743,-2.4157345467197793
PKLE,J587.C,Coastal,Gulf,23.14018755802576,14.110319699680144,7.417884971557465
CLMB,J587.C,Coastal,Gulf,1.767990319256319,9.431035539396504,1.1960492009150598
KBSM,J587.C,Coastal,Gulf,5.693181880463798,9.144039153192974,1.081458620095491
PKLE,J004.B,Lowland,Gulf,15.27943403635169,6.333609319796974,2.7611961827927547
CLMB,J004.B,Lowland,Gulf,-2.596037873781478,5.887056406078929,-1.5482357420611903
KBSM,J004.B,Lowland,Gulf,13.377164337009132,12.32574887350756,3.704353495206944
PKLE,J009.C,Lowland,Gulf,15.214469131213884,17.99867488962174,3.6925339405456943
CLMB,J009.C,Lowland,Gulf,-2.156495465849622,9.108855618185812,0.28128755325631044
KBSM,J009.C,Lowland,Gulf,1.898622642663618,15.825629565853596,2.830055203503126
PKLE,J426.A,Coastal,Atlantic,-2.4235026136994513,-1.1190714609243997,-1.585046686720975
CLMB,J426.A,Coastal,Atlantic,1.0772808210776743,1.054357587918599,-1.8531562912807735
KBSM,J426.A,Coastal,Atlantic,0.3175562935802155,-1.6737738958766006,-3.2900328384235964
PKLE,J170.A,Upland,Atlantic,-2.8457744970951615,-10.191900237454773,-3.137276282975878
CLMB,J170.A,Upland,Atlantic,-5.421667639057753,-7.644500284769997,-3.0728384881591073
KBSM,J170.A,Upland,Atlantic,-7.903988721653496,-8.037193336505757,-2.707167310621051
PKLE,J605.B,Upland,Atlantic,-5.704230323158468,-7.923693043322178,-0.653708928968032
CLMB,J605.B,Upland,Atlantic,-0.9260014005634648,-5.15327582873378,-1.4579104079696437
KBSM,J605.B,Upland,Atlantic,-5.216175928211705,-7.082680420411384,-0.9585707272134146
PKLE,J645.C,Upland,Atlantic,-1.9687482777348324,-6.951604245836782,-2.826830363724897
CLMB,J645.C,Upland,Atlantic,-1.99951603444538,-5.711420757505865,-3.072838488159108
KBSM,J645.C,Upland,Atlantic,-3.002683039494942,-8.037193336505757,-2.707167310621051
PKLE,J658.A,Upland,Midwest,-7.100975783621212,-5.007426650865989,-2.516384444473916
CLMB,J658.A,Upland,Midwest,6.477373261383444,-3.778341230241732,-1.5482357420611883
KBSM,J658.A,Upland,Midwest,3.795902261563704,-8.355364308537217,-3.5814656023248688
PKLE,J352.B,Upland,Midwest,-4.567344483246921,-10.515929836616571,-4.689505879230781
CLMB,J352.B,Upland,Midwest,6.238764525649004,2.34307727276135,-0.02363299596327483
KBSM,J352.B,Upland,Midwest,-0.6310835158698351,-2.6282868119709732,-2.4157345467197793
PKLE,J322.A,Lowland,Gulf,6.996408631281888,5.361520522311578,5.55520945605158
CLMB,J322.A,Lowland,Gulf,-20.617276598987942,-1.200901860556224,-2.1580768405003568
KBSM,J322.A,Lowland,Gulf,1.2661961030302584,6.5986713769413115,3.1214879674043994
PKLE,J534.C,Upland,Atlantic,-10.414185945649136,-2.415189857571596,-0.3432630097170527
CLMB,J534.C,Upland,Atlantic,-2.909996736589962,4.920516642446858,2.1108108485738093
KBSM,J534.C,Upland,Atlantic,-2.1489072109899054,5.325987488815483,-1.832869018917232
PKLE,J603.A,Coastal,Atlantic,-5.444370702607254,-3.3872786550569924,-1.2746007674699946
CLMB,J603.A,Coastal,Atlantic,-8.036944966252351,-1.5230817817669091,-0.938394643622022
KBSM,J603.A,Coastal,Atlantic,-4.267536118761662,-3.582799728065346,-1.8328690189172336
PKLE,J086.A,Coastal,Gulf,-0.9617922480988996,5.037490923149773,2.450750263541773
CLMB,J086.A,Coastal,Gulf,8.894856505008697,0.4099977454972229,0.5862081024758936
KBSM,J086.A,Coastal,Gulf,7.622082826345542,0.23525193631214844,3.1214879674043963
PKLE,J665.D,Upland,Atlantic,-15.319036283553212,-2.7392194567333967,-0.9641548482190132
CLMB,J665.D,Upland,Atlantic,1.3912396838861494,-2.16744162418829,-0.02363299596327483
KBSM,J665.D,Upland,Atlantic,-2.5283631347699136,-1.991944867908053,1.0814586200954894
PKLE,J582.C,Upland,Midwest,-2.4235026136994513,-3.711308254218793,0.5880747480358892
CLMB,J582.C,Upland,Midwest,-4.793749913440812,-4.4227010726631075,-2.1580768405003568
KBSM,J582.C,Upland,Midwest,-6.670756969368435,-2.6282868119709732,-1.250003491114688
PKLE,J538.A,Upland,Atlantic,-13.629948749970346,-8.247722642483978,-1.5850466867209738
CLMB,J538.A,Upland,Atlantic,1.6957797808103732,-0.2343620969241579,0.28128755325631044
KBSM,J538.A,Upland,Atlantic,0.15944965867186994,-1.3556029238451406,1.664324147898035
PKLE,J664.C,Upland,Atlantic,-9.212335200599794,-8.247722642483978,-0.653708928968032
CLMB,J664.C,Upland,Atlantic,-11.355490146137932,-6.677960521137931,-4.292520685037441
KBSM,J664.C,Upland,Atlantic,-18.339026625603967,-7.082680420411384,-3.2900328384235964
PKLE,J003.E,Lowland,Gulf,17.293346095623555,9.249875712253164,2.450750263541773
CLMB,J003.E,Lowland,Gulf,22.489275264615657,9.753215460607189,4.245254693110893
KBSM,J003.E,Lowland,Gulf,12.491767181522428,9.780381097255894,3.704353495206944
PKLE,J621.A,Coastal,Atlantic,15.441846299196191,7.30569811728237,2.450750263541773
