"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","source","type","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56440876,56446426,"Pavir.2NG158200","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56447595,56450000,"Pavir.2NG158400","GO:0005515","AT5G42360","","Galactose oxidase/kelch repeat superfamily protein","LOC_Os09g38300","OsFBK20 - F-box domain and kelch repeat containing protein, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56458226,56458993,"Pavir.2NG158403","","","","","LOC_Os09g21890","retrotransposon protein, putative, unclassified, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56450657,56461501,"Pavir.2NG158500","","AT2G22410","SLO1","SLOW GROWTH 1","LOC_Os09g38310","pentatricopeptide, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56461480,56463158,"Pavir.2NG158700","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56465473,56466900,"Pavir.2NG158900","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56466297,56469928,"Pavir.2NG159000","GO:0016740,GO:0009058","AT5G17230","PSY","PHYTOENE SYNTHASE","LOC_Os09g38320","phytoene synthase, chloroplast precursor, putative, expressed","OsPSY|OsPSY3 "
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56469801,56470756,"Pavir.2NG159003","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56472804,56481342,"Pavir.2NG159100","","AT1G75010","ARC3","GTP binding","LOC_Os09g38330","MORN repeat domain containing protein, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56593504,56599969,"Pavir.2NG159400","","AT2G02080","AtIDD4,IDD4","indeterminate(ID)-domain 4","LOC_Os09g38340","ZOS9-17 - C2H2 zinc finger protein, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56605436,56611647,"Pavir.2NG159500","","AT1G55110","AtIDD7,IDD7","indeterminate(ID)-domain 7","LOC_Os09g38340","ZOS9-17 - C2H2 zinc finger protein, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56651834,56654925,"Pavir.2NG159600","GO:0016021,GO:0008233,GO:0006465,GO:0005787","AT5G27430","","Signal peptidase subunit","LOC_Os09g38370","signal peptidase complex subunit 3, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56655703,56660402,"Pavir.2NG159800","GO:0005515","AT2G25290","","Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein","LOC_Os09g38390","octicosapeptide/Phox/Bem1p, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56667201,56667779,"Pavir.2NG159803","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56705420,56709374,"Pavir.2NG160100","GO:0006164,GO:0004643,GO:0003937","AT2G35040","","AICARFT/IMPCHase bienzyme family protein","LOC_Os08g10570","bifunctional purine biosynthesis protein purH, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56710334,56710794,"Pavir.2NG160200","GO:0070072","AT1G05780","","Vacuolar ATPase assembly integral membrane protein VMA21-like domain","LOC_Os04g52300","expressed protein",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56730209,56730733,"Pavir.2NG160203","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56750762,56750968,"Pavir.2NG160206","","","","","LOC_Os07g48590","retrotransposon protein, putative, unclassified",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56780223,56781041,"Pavir.2NG160209","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56369307,56372585,"Pavir.2NG309700","GO:0016787","AT2G42070","ATNUDT23,ATNUDX23,NUDX23","nudix hydrolase homolog 23","LOC_Os09g38040","hydrolase, NUDIX family protein, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56372442,56374089,"Pavir.2NG309703","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54558951,54561132,"Pavir.2NG384200","","AT3G26120","TEL1","terminal EAR1-like 1","LOC_Os09g36140","RNA recognition motif 2 domain containing protein, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",57294018,57296286,"Pavir.2NG391200","GO:0016020","AT1G79450","ALIS5","ALA-interacting subunit 5","LOC_Os09g38768","cell cycle control protein, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",57297934,57304599,"Pavir.2NG391203","","","","","LOC_Os03g32190","transposon protein, putative, unclassified, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",57324875,57328145,"Pavir.2NG391206","GO:0030170,GO:0030151,GO:0003824","AT1G30910","","Molybdenum cofactor sulfurase family protein","LOC_Os09g38772","MOSC domain-containing protein, mitochondrial precursor, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",57280486,57285288,"Pavir.2NG391400","GO:0016020","AT1G79450","ALIS5","ALA-interacting subunit 5","LOC_Os09g38768","cell cycle control protein, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",57281089,57281939,"Pavir.2NG391500","GO:0006760,GO:0004150","AT3G11750","FOLB1","Dihydroneopterin aldolase","LOC_Os09g38759","dihydroneopterin aldolase, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",57285698,57286361,"Pavir.2NG391503","","AT5G44720","","Molybdenum cofactor sulfurase family protein","LOC_Os09g38772","MOSC domain-containing protein, mitochondrial precursor, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",57286570,57287937,"Pavir.2NG391506","GO:0030170,GO:0030151,GO:0003824","AT1G30910","","Molybdenum cofactor sulfurase family protein","LOC_Os09g38772","MOSC domain-containing protein, mitochondrial precursor, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",57276942,57280219,"Pavir.2NG391700","","AT5G60870","","Regulator of chromosome condensation (RCC1) family protein","LOC_Os09g38755","E3 ubiquitin-protein ligase HERC2, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",57273457,57276903,"Pavir.2NG391800","","AT1G69980","","","LOC_Os09g38750","expressed protein",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",57270270,57272514,"Pavir.2NG391900","","AT4G00585","","","LOC_Os09g38740","expressed protein",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",57267035,57268808,"Pavir.2NG392000","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56692749,56694207,"Pavir.2NG415200","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54698612,54701303,"Pavir.2NG415300","GO:0043189,GO:0006355,GO:0005634","AT1G26470","","","LOC_Os05g43680","expressed protein",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56297632,56301036,"Pavir.2NG415500","GO:0016567,GO:0004842","AT1G20780","ATPUB44,PUB44,SAUL1","senescence-associated E3 ubiquitin ligase 1","LOC_Os12g17880","armadillo/beta-catenin repeat protein-related, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56303754,56306495,"Pavir.2NG415503","","AT5G55150","","Protein of unknown function (DUF295)","LOC_Os04g08510","OsFBX117 - F-box domain containing protein, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56308603,56311183,"Pavir.2NG415600","GO:0006355,GO:0003677","AT3G17730","anac057,NAC057","NAC domain containing protein 57","LOC_Os09g38000","no apical meristem protein, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56314332,56316958,"Pavir.2NG415800","GO:0006355,GO:0003677","AT3G17730","anac057,NAC057","NAC domain containing protein 57","LOC_Os09g38010","no apical meristem protein, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56191131,56197546,"Pavir.2NG416300","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",56198388,56199951,"Pavir.2NG416303","GO:0016758,GO:0008152","AT1G22400","ATUGT85A1,UGT85A1","UDP-Glycosyltransferase superfamily protein","LOC_Os02g28900","cytokinin-O-glucosyltransferase 2, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54584633,54585708,"Pavir.2NG447600","","AT3G51060","SRS1,STY1","Lateral root primordium (LRP) protein-related","LOC_Os09g36160","LRP1, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54597777,54601021,"Pavir.2NG448000","GO:0006468,GO:0005524,GO:0004672","AT1G52540","","Protein kinase superfamily protein","LOC_Os09g36180","glycosyl transferase family 8 protein, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54707702,54712338,"Pavir.2NG448200","GO:0016021","AT5G19750","","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein","LOC_Os12g03430","Mpv17 / PMP22 family domain containing protein, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54712952,54717485,"Pavir.2NG448300","GO:0016757,GO:0047262","AT3G61130","GAUT1,LGT1","galacturonosyltransferase 1","LOC_Os09g36190","glycosyl transferase family 8, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54718333,54720236,"Pavir.2NG448400","","AT4G22920","ATNYE1,NYE1","non-yellowing 1","LOC_Os09g36200","senescence-inducible chloroplast stay-green protein 1, putative, expressed","SGR "
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54747886,54750026,"Pavir.2NG448403","","AT4G01410","","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family","LOC_Os05g30490","harpin-induced protein 1 domain containing protein, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54755590,54756352,"Pavir.2NG448500","","AT5G66350","SHI","Lateral root primordium (LRP) protein-related","LOC_Os09g36160","LRP1, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54763664,54768456,"Pavir.2NG448600","GO:0005515,GO:0000160","AT5G24470","APRR5,PRR5","pseudo-response regulator 5","LOC_Os09g36220","response regulator receiver domain containing protein, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54793623,54794999,"Pavir.2NG448900","","AT4G01400","","","LOC_Os09g36230","PPR repeat containing protein, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54796987,54809222,"Pavir.2NG449000","","AT4G25290","","DNA photolyases;DNA photolyases","LOC_Os09g36240","deoxyribodipyrimidine photolyase family protein, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54812616,54817418,"Pavir.2NG449200","","AT4G12350","AtMYB42,MYB42","myb domain protein 42","LOC_Os09g36250","MYB family transcription factor, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54818019,54818411,"Pavir.2NG449300","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54823642,54824276,"Pavir.2NG449400","","","","","LOC_Os05g01010","expressed protein",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54828875,54841953,"Pavir.2NG449600","GO:0015937,GO:0005524,GO:0004594","AT4G32180","ATPANK2,PANK2","pantothenate kinase 2","LOC_Os09g36270","pantothenate kinase, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54857579,54858172,"Pavir.2NG449800","GO:0003677","AT5G02560","HTA12","histone H2A 12","LOC_Os05g02300","Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54858406,54860413,"Pavir.2NG449803","","AT5G63140","ATPAP29,PAP29","purple acid phosphatase 29","LOC_Os09g36290","Ser/Thr protein phosphatase family protein, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54844975,54848617,"Pavir.2NG449900","GO:0016787","AT5G63140","ATPAP29,PAP29","purple acid phosphatase 29","LOC_Os09g36290","Ser/Thr protein phosphatase family protein, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54848800,54849553,"Pavir.2NG449903","GO:0003677","AT5G02560","HTA12","histone H2A 12","LOC_Os05g02300","Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54862959,54870999,"Pavir.2NG450000","GO:0005524,GO:0006508,GO:0004176,GO:0030163,GO:0004252","AT5G47040","LON2","lon protease 2","LOC_Os09g36300","OsLonP4 - Putative Lon protease homologue, expressed","OsLon1 "
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54877214,54881864,"Pavir.2NG450100","GO:0006468,GO:0004672","AT5G47070","","Protein kinase superfamily protein","LOC_Os09g36320","tyrosine protein kinase domain containing protein, putative, expressed","BSR1 "
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54903935,54905242,"Pavir.2NG450200","","AT5G42560","","Abscisic acid-responsive (TB2/DP1, HVA22) family protein","LOC_Os09g36340","HVA22, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54905560,54910251,"Pavir.2NG450300","GO:0005975,GO:0004553","AT1G75680","AtGH9B7,GH9B7","glycosyl hydrolase 9B7","LOC_Os09g36350","endoglucanase, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54909791,54910363,"Pavir.2NG450303","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54943511,54946783,"Pavir.2NG450500","","AT1G29760","","Putative adipose-regulatory protein (Seipin)","LOC_Os09g36360","protein of unknown function containing protein, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54955469,54959146,"Pavir.2NG450700","GO:0046923,GO:0016021,GO:0006621","AT1G75760","","ER lumen protein retaining receptor family protein","LOC_Os08g43470","ER lumen protein retaining receptor, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54959910,54963239,"Pavir.2NG450800","GO:0017025,GO:0008270,GO:0006355,GO:0006352","AT3G10330","","Cyclin-like family protein","LOC_Os09g36440","transcription initiation factor IIB, putative, expressed","OsTFIIB "
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54964096,54969034,"Pavir.2NG450900","GO:0008152,GO:0004807","AT2G21170","PDTPI,TIM","triosephosphate isomerase","LOC_Os09g36450","triosephosphate isomerase, chloroplast precursor, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54969670,54974509,"Pavir.2NG451000","GO:0032040","AT2G34570","MEE21","PIN domain-like family protein","LOC_Os02g26850","rRNA-processing protein FCF, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54977990,54978655,"Pavir.2NG451100","","AT3G19910","","RING/U-box superfamily protein","LOC_Os09g36460","zinc RING finger protein, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54978416,54982111,"Pavir.2NG451200","GO:0008270,GO:0005515","AT3G19910","","RING/U-box superfamily protein","LOC_Os09g36460","zinc RING finger protein, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54982881,54993862,"Pavir.2NG451203","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54993996,54998157,"Pavir.2NG451300","GO:0005634","AT2G21150","XCT","XAP5 family protein","LOC_Os09g36480","XAP5 family protein, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",54998495,55000060,"Pavir.2NG451400","","","","","LOC_Os09g36490","expressed protein",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",55004159,55005928,"Pavir.2NG451403","","AT4G38690","","PLC-like phosphodiesterases superfamily protein","LOC_Os09g36520","ki1 protein, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",55008473,55013177,"Pavir.2NG451500","GO:0008270,GO:0006281,GO:0004518","AT4G36050","","endonuclease/exonuclease/phosphatase family protein","LOC_Os09g36530","endonuclease/exonuclease/phosphatase family protein, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",55016546,55019046,"Pavir.2NG451503","","AT4G34940","ARO1","armadillo repeat only 1","LOC_Os09g36550","armadillo/beta-catenin repeat family protein, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",55020050,55020512,"Pavir.2NG451506","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",55108371,55109501,"Pavir.2NG451600","GO:0006508,GO:0004190","AT5G10770","","Eukaryotic aspartyl protease family protein","LOC_Os09g30414","aspartic proteinase nepenthesin-2 precursor, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",55088082,55090502,"Pavir.2NG451900","","AT4G38660","","Pathogenesis-related thaumatin superfamily protein","LOC_Os09g36580","thaumatin, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",55117546,55119437,"Pavir.2NG452000","","AT4G34950","","Major facilitator superfamily protein","LOC_Os09g36600","nodulin, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",55132482,55133118,"Pavir.2NG452003","","","","","","",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",55140022,55143144,"Pavir.2NG452200","GO:0006457,GO:0003755,GO:0000413","AT4G34960","","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein","LOC_Os09g36670","peptidyl-prolyl cis-trans isomerase, putative, expressed",NA
"Chr02N","2N@72.03",54556579,60798034,"SEC","Chr02N","phytozomev13","gene",55144316,55146547,"Pavir.2NG452300","GO:0033897,GO:0003723","AT1G14220","","Ribonuclease T2 family protein","LOC_Os09g36680","ribonuclease T2 family domain containing protein, expressed","OsRNS4|OsRRP "
