"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","source","type","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49083151,49086249,"Pavir.7NG431400","GO:0055114,GO:0009916","AT4G22260","IM,IM1","Alternative oxidase family protein","LOC_Os04g57320","immutans protein, putative, expressed","OsIM1 "
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49086638,49091203,"Pavir.7NG431500","","AT1G04985","","","LOC_Os04g57330","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49095128,49096552,"Pavir.7NG431550","","","","","LOC_Os04g28820","retrotransposon protein, putative, unclassified, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49101163,49102274,"Pavir.7NG431600","GO:0006355,GO:0003700","AT3G20310","ATERF-7,ATERF7,ERF7","ethylene response factor 7","LOC_Os04g57340","AP2 domain containing protein, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49103327,49107327,"Pavir.7NG431700","","AT3G20290","ATEHD1,EHD1","EPS15 homology domain 1","LOC_Os04g57350","EH domain-containing protein 1, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49109534,49111249,"Pavir.7NG431800","","AT1G12020","","","LOC_Os04g57360","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49116200,49122991,"Pavir.7NG431900","GO:0016787","AT4G22300","SOBER1","carboxylesterases","LOC_Os04g57370","acyl-protein thioesterase, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49123158,49125972,"Pavir.7NG432000","GO:0016787","AT4G22300","SOBER1","carboxylesterases","LOC_Os04g57380","acyl-protein thioesterase, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49127088,49127595,"Pavir.7NG432050","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49127574,49129416,"Pavir.7NG432100","","AT4G22300","SOBER1","carboxylesterases","LOC_Os04g57390","acyl-protein thioesterase, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49140385,49145023,"Pavir.7NG432400","","AT5G38660","APE1","acclimation of photosynthesis to  environment","LOC_Os08g27010","APE1, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49145101,49148052,"Pavir.7NG432500","","AT1G49820","ATMTK,MTK","S-methyl-5-thioribose kinase","LOC_Os04g57400","methylthioribose kinase, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49149653,49152959,"Pavir.7NG432600","","AT3G19460","","Reticulon family protein","LOC_Os04g57420","reticulon domain containing protein, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49154180,49157595,"Pavir.7NG432700","","AT4G06744","","Leucine-rich repeat (LRR) family protein","LOC_Os04g57430","uncharacterized protein At4g06744 precursor, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49156408,49159521,"Pavir.7NG432800","GO:0008234,GO:0006508","AT1G47128","RD21,RD21A","Granulin repeat cysteine protease family protein","LOC_Os04g57440","oryzain beta chain precursor, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49184776,49191966,"Pavir.7NG433000","","AT1G50120","","","LOC_Os06g41440","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49192366,49198177,"Pavir.7NG433100","","AT5G67170","","SEC-C motif-containing protein / OTU-like cysteine protease family protein","LOC_Os04g57480","OTU-like cysteine protease family protein, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49195234,49196051,"Pavir.7NG433250","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49198972,49200676,"Pavir.7NG433400","GO:0008234,GO:0006508","AT3G19390","","Granulin repeat cysteine protease family protein","LOC_Os04g57490","cysteine protease, putative, expressed","OsCP1 "
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49201758,49203503,"Pavir.7NG433500","","AT5G04490","VTE5","vitamin E pathway gene 5","LOC_Os04g57500","phosphatidate cytidylyltransferase, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49204200,49211566,"Pavir.7NG433700","","AT1G34270","","Exostosin family protein","LOC_Os04g57510","exostosin family domain containing protein, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49213201,49218083,"Pavir.7NG433800","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT1G64940","CYP89A6","cytochrome P450, family 87, subfamily A, polypeptide 6","LOC_Os01g24810","cytochrome P450, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49220059,49228560,"Pavir.7NG433900","GO:0005515","AT1G14570","","UBX domain-containing protein","LOC_Os04g57520","UBX domain-containing protein, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49221665,49222654,"Pavir.7NG434000","","","","","LOC_Os11g30240","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49236074,49238669,"Pavir.7NG434200","","AT1G31310","","hydroxyproline-rich glycoprotein family protein","LOC_Os04g57530","transcription factor, putative, expressed","sh4|SHA1 "
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49241357,49244049,"Pavir.7NG434300","GO:0019205,GO:0006139,GO:0005524","AT2G37250","ADK,ATPADK1","adenosine kinase","LOC_Os04g57540","adenylate kinase, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49244902,49248390,"Pavir.7NG434400","","AT2G43020","ATPAO2,PAO2","polyamine oxidase 2","LOC_Os04g57550","amine oxidase, flavin-containing, domain containing protein, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49251496,49255993,"Pavir.7NG434500","","AT1G65840","ATPAO4,PAO4","polyamine oxidase 4","LOC_Os04g57560","amine oxidase, flavin-containing, domain containing protein, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49267677,49271423,"Pavir.7NG434600","","AT3G02720","","Class I glutamine amidotransferase-like superfamily protein","LOC_Os04g57590","DJ-1 family protein, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49274382,49278144,"Pavir.7NG434700","","AT2G02160","","CCCH-type zinc finger family protein","LOC_Os04g57600","zinc finger C-x8-C-x5-C-x3-H type family protein, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49303415,49318948,"Pavir.7NG435200","GO:0003677,GO:0009725,GO:0006355,GO:0005634","AT1G30330","ARF6","auxin response factor 6","LOC_Os04g57610","auxin response factor, putative, expressed","OsARF12 "
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49306086,49306385,"Pavir.7NG435225","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49314314,49315131,"Pavir.7NG435250","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49337317,49338101,"Pavir.7NG435275","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49339351,49343309,"Pavir.7NG435300","GO:0006468,GO:0005524,GO:0004672,GO:0005515","AT2G02220","ATPSKR1,PSKR1","phytosulfokin receptor 1","LOC_Os04g57630","phytosulfokine receptor precursor, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49349573,49351411,"Pavir.7NG435309","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49358025,49364750,"Pavir.7NG435318","GO:0003950","AT1G32230","ATP8,CEO,CEO1,RCD1","WWE protein-protein interaction domain protein family","LOC_Os04g57640","RCD1, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49365688,49368921,"Pavir.7NG435327","","AT4G21215","","","LOC_Os04g57650","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49374659,49377224,"Pavir.7NG435336","GO:0005515","AT2G02220","ATPSKR1,PSKR1","phytosulfokin receptor 1","LOC_Os04g57660","phytosulfokine receptor precursor, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49379482,49380345,"Pavir.7NG435345","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49379130,49382718,"Pavir.7NG435354","","AT3G50420","","Pentatricopeptide repeat (PPR) superfamily protein","LOC_Os04g57670","pentatricopeptide, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49384111,49386725,"Pavir.7NG435363","","AT3G21865","PEX22","peroxin 22","LOC_Os04g57680","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49387384,49390058,"Pavir.7NG435372","","AT4G31080","","Protein of unknown function (DUF2296)","LOC_Os04g57690","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49392968,49394241,"Pavir.7NG435381","","AT3G47680","","DNA binding","LOC_Os10g27370","transposon protein, putative, Pong sub-class, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49396996,49397773,"Pavir.7NG435390","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49398184,49403575,"Pavir.7NG435400","","AT1G10820","","Protein of unknown function (DUF3755)","LOC_Os04g57700","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49443160,49443504,"Pavir.7NG435475","","","","","LOC_Os01g50230","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49442372,49445007,"Pavir.7NG435550","","","","","LOC_Os01g50230","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49456743,49457720,"Pavir.7NG435625","","AT3G09510","","Ribonuclease H-like superfamily protein","LOC_Os04g50188","retrotransposon protein, putative, unclassified, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49462086,49462709,"Pavir.7NG435700","GO:0000160","AT5G62920","ARR6","response regulator 6","LOC_Os04g57720","OsRR6 type-A response regulator, expressed","OsRR6 "
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49474191,49480335,"Pavir.7NG435900","GO:0006284,GO:0006281,GO:0004844","AT3G18630","ATUNG,UNG","uracil dna glycosylase","LOC_Os04g57730","uracil-DNA glycosylase, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49481229,49482914,"Pavir.7NG435966","GO:0009055","AT3G18590","AtENODL5,ENODL5","early nodulin-like protein 5","LOC_Os04g57750","plastocyanin-like domain containing protein, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49483597,49484989,"Pavir.7NG436032","","","","","LOC_Os04g57760","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49487107,49489980,"Pavir.7NG436098","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49490518,49492358,"Pavir.7NG436164","","AT3G17670","","tetratricopeptide repeat (TPR)-containing protein","LOC_Os04g57780","tetratricopeptide repeat domain containing protein, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49492494,49494352,"Pavir.7NG436230","GO:0006744","AT2G03690","","coenzyme Q biosynthesis Coq4 family protein / ubiquinone biosynthesis Coq4 family protein","LOC_Os04g57790","ubiquinone biosynthesis protein COQ4, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49494448,49502097,"Pavir.7NG436300","GO:0016192,GO:0006886","AT1G08190","ATVAM2,ATVPS41,VAM2,VPS41,ZIP2","vacuolar protein sorting 41","LOC_Os04g11880","WD domain, G-beta repeat domain containing protein, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49504538,49509096,"Pavir.7NG436501","GO:0005515","AT3G19850","","Phototropic-responsive NPH3 family protein","LOC_Os04g57800","BTBN13 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49541536,49544238,"Pavir.7NG436700","GO:0008168,GO:0008152,GO:0051536,GO:0016226,GO:0005737","AT5G18400","","Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis","LOC_Os04g57810","GA18008-PA, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49544688,49548388,"Pavir.7NG436800","GO:0008270","AT3G18620","","DHHC-type zinc finger family protein","LOC_Os06g20400","DHHC zinc finger domain containing protein, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49549059,49549829,"Pavir.7NG436866","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49555353,49555871,"Pavir.7NG436932","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49558317,49561583,"Pavir.7NG437000","GO:0055085","AT1G65730","YSL7","YELLOW STRIPE like 7","LOC_Os04g57840","transposon protein, putative, unclassified, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49561900,49562508,"Pavir.7NG437100","","AT4G09600","GASA3","GAST1 protein homolog 3","LOC_Os05g35690","GASR6 - Gibberellin-regulated GASA/GAST/Snakin family protein precursor, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49563918,49565594,"Pavir.7NG437201","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49582780,49585998,"Pavir.7NG437300","GO:0008152,GO:0003824","AT5G16370","AAE5","acyl activating enzyme 5","LOC_Os04g57850","AMP-binding enzyme, putative, expressed","OsBIABP1|SLAC1|OsSLAC1 "
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49588158,49588973,"Pavir.7NG437401","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49590749,49592990,"Pavir.7NG437500","GO:0008152,GO:0003824","AT5G16370","AAE5","acyl activating enzyme 5","LOC_Os04g57850","AMP-binding enzyme, putative, expressed","OsBIABP1|SLAC1|OsSLAC1 "
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49622751,49625528,"Pavir.7NG437700","GO:0030246,GO:0005975,GO:0004553","AT1G48930","AtGH9C1,GH9C1","glycosyl hydrolase 9C1","LOC_Os04g57860","endoglucanase precursor, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49627288,49627668,"Pavir.7NG437800","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49627947,49651391,"Pavir.7NG437900","","AT5G23110","","Zinc finger, C3HC4 type (RING finger) family protein","LOC_Os07g45350","zinc finger, RING-type, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49651607,49653632,"Pavir.7NG438000","","AT5G23240","","DNAJ heat shock N-terminal domain-containing protein","LOC_Os04g57880","heat shock protein DnaJ, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49654923,49660688,"Pavir.7NG438100","GO:0016020,GO:0006486,GO:0004576","AT1G34130","STT3B","staurosporin and temperature sensitive 3-like b","LOC_Os04g57890","oligosaccharyl transferase, putative, expressed","Stt3a "
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49664872,49666852,"Pavir.7NG438200","","AT1G12775","","Pentatricopeptide repeat (PPR) superfamily protein","LOC_Os04g57900","PPR repeat containing protein, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49667567,49672401,"Pavir.7NG438300","","AT3G19180","ARC6H,ATCDP1,CDP1,PARC6","paralog of ARC6","LOC_Os04g57920","OsFBX154 - F-box domain containing protein, expressed","GIC "
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49672774,49677021,"Pavir.7NG438400","GO:0045454,GO:0015035,GO:0006662","AT1G50320","ATHX,ATX,THX","thioredoxin X","LOC_Os04g57930","thioredoxin, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49677048,49678802,"Pavir.7NG438500","","AT2G13600","","Pentatricopeptide repeat (PPR) superfamily protein","LOC_Os04g57940","pentatricopeptide, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49681605,49682582,"Pavir.7NG438600","GO:0005615","AT1G47710","","Serine protease inhibitor (SERPIN) family protein","LOC_Os05g43590","serpin domain containing protein, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49683236,49687310,"Pavir.7NG438700","GO:0055114,GO:0016627,GO:0005737","AT5G23300","PYRD","pyrimidine d","LOC_Os04g57950","dihydroorotate dihydrogenase protein, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49705812,49708372,"Pavir.7NG438800","","AT1G11220","","Protein of unknown function (DUF761)","LOC_Os04g57970","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49711677,49716262,"Pavir.7NG438900","GO:0003677","AT3G24650","ABI3,SIS10","AP2/B3-like transcriptional factor family protein","LOC_Os04g58000","B3 DNA binding domain containing protein, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49717167,49720326,"Pavir.7NG439000","","AT5G08520","","Duplicated homeodomain-like superfamily protein","LOC_Os04g58020","MYB_Al protein, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49737917,49738756,"Pavir.7NG439101","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49746172,49755846,"Pavir.7NG439200","","","","","LOC_Os04g57040","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49763158,49767413,"Pavir.7NG439400","GO:0030955,GO:0006096,GO:0004743,GO:0000287","AT5G08570","","Pyruvate kinase family protein","LOC_Os04g58110","pyruvate kinase, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49770234,49774297,"Pavir.7NG439500","","AT5G23390","","Plant protein of unknown function (DUF639)","LOC_Os04g58100","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49776037,49777138,"Pavir.7NG439600","","AT5G36970","NHL25","NDR1/HIN1-like 25","LOC_Os04g58090","harpin-induced protein 1 domain containing protein, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49779338,49779520,"Pavir.7NG439625","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49780532,49782240,"Pavir.7NG439650","","","","","LOC_Os01g24840","conserved hypothetical protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49778190,49782946,"Pavir.7NG439675","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49783231,49785162,"Pavir.7NG439700","GO:0005515","AT5G23400","","Leucine-rich repeat (LRR) family protein","LOC_Os04g58080","polygalacturonase inhibitor 3 precursor, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49790020,49791883,"Pavir.7NG439800","GO:0006508,GO:0004190","AT3G20015","","Eukaryotic aspartyl protease family protein","LOC_Os04g58070","aspartic proteinase nepenthesin precursor, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49792924,49798311,"Pavir.7NG439900","GO:0008168,GO:0006479","AT3G20020","ATPRMT6,PRMT6","protein arginine methyltransferase 6","LOC_Os04g58060","methyltransferase, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49798782,49799231,"Pavir.7NG440000","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49798720,49805870,"Pavir.7NG440200","","AT5G10630","","Translation elongation factor EF1A/initiation factor IF2gamma family protein","LOC_Os04g58140","elongation factor Tu, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49809331,49810337,"Pavir.7NG440275","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49814864,49815642,"Pavir.7NG440350","","","","","LOC_Os09g14170","expressed protein",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49816112,49816798,"Pavir.7NG440425","","","","","","",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49819801,49828330,"Pavir.7NG440500","GO:0005515,GO:0051013,GO:0008352,GO:0008017","AT1G61210","","Transducin/WD40 repeat-like superfamily protein","LOC_Os04g58130","katanin p80 WD40 repeat-containing subunit B1 homolog 1, putative, expressed","OsKTN80b|OsWD40-111 "
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49828386,49829126,"Pavir.7NG440600","","","","","LOC_Os04g58120","CRP2 - Cysteine-rich family protein precursor, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49833707,49835636,"Pavir.7NG440700","","AT4G27435","","Protein of unknown function (DUF1218)","LOC_Os04g58160","fiber protein Fb34, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49882184,49886698,"Pavir.7NG440900","GO:0005515","AT3G15470","","Transducin/WD40 repeat-like superfamily protein","LOC_Os04g58180","WD-40 repeat family protein, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49886802,49887934,"Pavir.7NG441000","GO:0006355,GO:0003677","AT5G66940","","Dof-type zinc finger DNA-binding family protein","LOC_Os04g58190","dof zinc finger domain containing protein, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49890795,49893431,"Pavir.7NG441100","","AT2G39445","","Phosphatidylinositol N-acetylglucosaminyltransferase, GPI19/PIG-P subunit","LOC_Os03g43900","phosphatidylinositol N-acetylglucosaminyltransferase subunit P, putative, expressed",NA
"Chr07N","7N@54.06",49035214,49904749,"PRM","Chr07N","phytozomev13","gene",49900058,49901643,"Pavir.7NG441200","GO:0016491,GO:0008152","AT5G54190","PORA","protochlorophyllide oxidoreductase A","LOC_Os04g58200","protochlorophyllide reductase A, chloroplast precursor, putative, expressed","OsPORA "
