"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","source","type","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",13294869,13296247,"Pavir.5NG140881","","AT3G62630","","Protein of unknown function (DUF1645)","LOC_Os01g14970","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",14452291,14453190,"Pavir.5NG141400","GO:0005515","AT5G23950","","Calcium-dependent lipid-binding (CaLB domain) family protein","LOC_Os08g44850","C2 domain containing protein, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",14458860,14461415,"Pavir.5NG141481","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",14461293,14461604,"Pavir.5NG141562","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",13745438,13745794,"Pavir.5NG141600","","AT3G17700","ATCNGC20,CNBT1,CNGC20","cyclic nucleotide-binding transporter 1","LOC_Os02g53340","cyclic nucleotide-gated ion channel, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",14471502,14473894,"Pavir.5NG141643","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",14511432,14512525,"Pavir.5NG141724","GO:0005615","AT1G47710","","Serine protease inhibitor (SERPIN) family protein","LOC_Os01g16200","serpin domain containing protein, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11742410,11746256,"Pavir.5NG144300","","AT1G62400","HT1","Protein kinase superfamily protein","LOC_Os01g01740","protein kinase domain containing protein, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11747652,11752611,"Pavir.5NG144400","GO:0016560,GO:0005778,GO:0005515","AT5G62810","ATPEX14,PED2,PEX14","peroxin 14","LOC_Os01g01720","pex14, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11772598,11779513,"Pavir.5NG144500","GO:0005515,GO:0070402,GO:0055114,GO:0046872,GO:0030604,GO:0008299","AT5G62790","DXR,PDE129","1-deoxy-D-xylulose 5-phosphate reductoisomerase","LOC_Os01g01710","1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplast precursor, putative, expressed","OsDXR "
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11780049,11783372,"Pavir.5NG144600","GO:0005680,GO:0004842","AT5G20570","ATRBX1,HRT1,RBX1,ROC1","RING-box 1","LOC_Os01g01700","anaphase-promoting complex subunit 11, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11796460,11797927,"Pavir.5NG144681","GO:0005515","AT3G48190","ATATM,ATM","ataxia-telangiectasia mutated","LOC_Os01g01689","phosphatidylinositol 3- and 4-kinase family protein, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11800503,11805638,"Pavir.5NG144762","GO:0016773","AT3G48190","ATATM,ATM","ataxia-telangiectasia mutated","LOC_Os01g01689","phosphatidylinositol 3- and 4-kinase family protein, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11844931,11845718,"Pavir.5NG144843","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11847230,11848121,"Pavir.5NG144924","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11877963,11878967,"Pavir.5NG145005","","","","","LOC_Os12g38040","metallothionein family protein, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11882913,11886446,"Pavir.5NG145300","","AT5G02950","","Tudor/PWWP/MBT superfamily protein","LOC_Os12g44130","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11888908,11892699,"Pavir.5NG145400","GO:0016788","AT5G62930","","SGNH hydrolase-type esterase superfamily protein","LOC_Os10g33690","GDSL-like lipase/acylhydrolase, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11898240,11899761,"Pavir.5NG152000","","AT2G46630","","","LOC_Os01g01680","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11901399,11902579,"Pavir.5NG152100","","","","","LOC_Os01g01670","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11908136,11910446,"Pavir.5NG152300","GO:0006355,GO:0003677","AT5G07680","ANAC079,ANAC080,ATNAC4,NAC080","NAC domain containing protein 80","LOC_Os01g01470","no apical meristem protein, putative, expressed","ONAC020 "
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11911530,11912439,"Pavir.5NG152400","GO:0050662,GO:0003824","AT1G75280","","NmrA-like negative transcriptional regulator family protein","LOC_Os01g01650","isoflavone reductase homolog IRL, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11912686,11920242,"Pavir.5NG152500","GO:0050662,GO:0003824","AT1G75280","","NmrA-like negative transcriptional regulator family protein","LOC_Os01g01660","isoflavone reductase, putative, expressed","OsIRL "
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11923105,11924944,"Pavir.5NG152600","GO:0050662,GO:0003824","AT1G75280","","NmrA-like negative transcriptional regulator family protein","LOC_Os01g01660","isoflavone reductase, putative, expressed","OsIRL "
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11930705,11931517,"Pavir.5NG152681","","","","","LOC_Os09g21890","retrotransposon protein, putative, unclassified, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11940257,11940729,"Pavir.5NG152762","","AT5G08020","ATRPA70B,RPA70B","RPA70-kDa subunit B","LOC_Os01g12340","retrotransposon protein, putative, unclassified, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11940874,11943983,"Pavir.5NG152900","","AT2G05642","","Nucleic acid-binding, OB-fold-like protein","LOC_Os07g02230","retrotransposon protein, putative, unclassified, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",11945670,11950746,"Pavir.5NG153000","GO:0016021","AT2G21600","ATRER1B,RER1B","endoplasmatic reticulum retrieval protein 1B","LOC_Os01g01640","Rer1 protein, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12115101,12117991,"Pavir.5NG153400","","AT2G39050","","hydroxyproline-rich glycoprotein family protein","LOC_Os01g01450","stress responsive protein, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12125482,12126033,"Pavir.5NG153500","","AT5G06240","emb2735","embryo defective 2735","LOC_Os05g02190","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12149241,12150194,"Pavir.5NG153581","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12153527,12155700,"Pavir.5NG153600","GO:0006355,GO:0003677","AT3G04070","anac047,NAC047","NAC domain containing protein 47","LOC_Os03g21060","No apical meristem protein, putative, expressed","OsNAP "
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12162145,12167775,"Pavir.5NG153700","","AT3G54360","","zinc ion binding","LOC_Os02g55200","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12172821,12176852,"Pavir.5NG153900","GO:0006468,GO:0004672","AT1G52310","","protein kinase family protein / C-type lectin domain-containing protein","LOC_Os01g01410","TKL_IRAK_C-LEC.1 - TKL_IRAK_C-LEC has homology to C-type lectin receptors, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12175944,12181821,"Pavir.5NG154000","","AT5G07380","","","LOC_Os01g01400","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12181577,12190559,"Pavir.5NG154100","","AT4G20060","EMB1895","ARM repeat superfamily protein","LOC_Os01g01380","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12221566,12224025,"Pavir.5NG154500","GO:0047750,GO:0016125,GO:0016021","AT1G20050","HYD1","C-8,7 sterol isomerase","LOC_Os01g01369","3-beta-hydroxysteroid-Delta-isomerase, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12224231,12225766,"Pavir.5NG154600","","AT1G68490","","","LOC_Os05g01210","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12250552,12253680,"Pavir.5NG154800","GO:0005515,GO:0006468,GO:0005524,GO:0004672","AT3G02130","RPK2,TOAD2","receptor-like protein kinase 2","LOC_Os07g41140","receptor-like protein kinase precursor, putative, expressed","OsRPK1 "
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12253986,12256995,"Pavir.5NG154881","GO:0016020,GO:0006810,GO:0005215","AT5G13400","","Major facilitator superfamily protein","LOC_Os01g01360","peptide transporter PTR2, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12261672,12264186,"Pavir.5NG155000","GO:0007034","AT5G04850","VPS60.2","SNF7 family protein","LOC_Os01g01350","SNF7 domain containing protein, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12264764,12265377,"Pavir.5NG155100","","AT3G26740","CCL","CCR-like","LOC_Os01g01340","light-induced protein 1-like, putative, expressed","Lir1|OsLIR1 "
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12265564,12271052,"Pavir.5NG155200","GO:0016787,GO:0005524,GO:0003677","AT2G18760","CHR8","chromatin remodeling 8","LOC_Os01g01312","retrotransposon protein, putative, Ty1-copia subclass, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12272105,12274262,"Pavir.5NG155300","GO:0047750,GO:0016125,GO:0016021","AT1G20050","HYD1","C-8,7 sterol isomerase","LOC_Os01g01369","3-beta-hydroxysteroid-Delta-isomerase, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12274386,12274642,"Pavir.5NG155381","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12275307,12277855,"Pavir.5NG155400","","AT5G13100","","","LOC_Os01g01295","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12280011,12280322,"Pavir.5NG155481","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12280536,12280914,"Pavir.5NG155562","","AT4G38260","","Protein of unknown function (DUF833)","LOC_Os04g47680","Ser/Thr-rich protein T10 in DGCR region, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12281923,12282246,"Pavir.5NG155643","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",39567834,39571630,"Pavir.5NG155700","GO:0016787,GO:0008152","AT1G51760","IAR3,JR3","peptidase M20/M25/M40 family protein","LOC_Os01g37960","hydrolase, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",39582551,39583777,"Pavir.5NG155781","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",39648038,39652333,"Pavir.5NG155862","GO:0008234,GO:0006508","","","","LOC_Os11g19030","FAR1 family protein, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",39654485,39656198,"Pavir.5NG155943","GO:0006355","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os03g41800","transposon protein, putative, unclassified, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12754406,12755677,"Pavir.5NG156100","GO:0046872,GO:0030001","AT5G26690","","Heavy metal transport/detoxification superfamily protein ","LOC_Os01g14700","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12769126,12770331,"Pavir.5NG156200","GO:0046872,GO:0030001","AT1G01490","","Heavy metal transport/detoxification superfamily protein ","LOC_Os01g14700","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12770586,12772045,"Pavir.5NG156300","","AT3G04930","","DNA-binding storekeeper protein-related transcriptional regulator","LOC_Os01g14720","transcription regulator, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12817174,12818409,"Pavir.5NG156381","GO:0005524","AT5G20890","","TCP-1/cpn60 chaperonin family protein","LOC_Os03g42220","T-complex protein, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12862709,12867005,"Pavir.5NG156600","GO:0005524","AT5G20890","","TCP-1/cpn60 chaperonin family protein","LOC_Os03g42220","T-complex protein, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12868266,12870506,"Pavir.5NG156700","","AT1G57540","","","LOC_Os01g14790","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12870766,12871173,"Pavir.5NG156800","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12893109,12909511,"Pavir.5NG157000","","AT5G48960","","HAD-superfamily hydrolase, subfamily IG, 5\'-nucleotidase","LOC_Os01g14810","5-nucleotidase domain-containing protein, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12915524,12919127,"Pavir.5NG157100","","AT3G06960","PDE320,TGD4","pigment defective 320","LOC_Os01g14820","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12923602,12924746,"Pavir.5NG157181","","","","","LOC_Os08g04390","basic helix-loop-helix DND-binding domain containing protein, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12282848,12284211,"Pavir.5NG157500","","AT4G38260","","Protein of unknown function (DUF833)","LOC_Os04g47680","Ser/Thr-rich protein T10 in DGCR region, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12285766,12287713,"Pavir.5NG157600","","AT4G24930","","thylakoid lumenal 17.9 kDa protein, chloroplast","LOC_Os01g01280","expressed protein","OsTLP27 "
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12288414,12290654,"Pavir.5NG157700","GO:0016788","AT3G48610","NPC6","non-specific phospholipase C6","LOC_Os01g01190","phosphoesterase family protein, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12296538,12297238,"Pavir.5NG157800","","AT3G48660","","Protein of unknown function (DUF 3339)","LOC_Os11g30360","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",21223705,21224034,"Pavir.5NG157900","","","","","LOC_Os01g23705","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",21227387,21228930,"Pavir.5NG157981","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",21233294,21235331,"Pavir.5NG158062","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",46844799,46845970,"Pavir.5NG158200","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12552023,12553803,"Pavir.5NG158400","","AT1G71480","","Nuclear transport factor 2 (NTF2) family protein","LOC_Os09g09320","nuclear transport factor, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12554276,12557205,"Pavir.5NG158500","GO:0016884","AT1G08980","AMI1,ATAMI1,ATTOC64-I,TOC64-I","amidase 1","LOC_Os04g02780","amidase family protein, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12574580,12578415,"Pavir.5NG158600","","","","","LOC_Os11g32720","zinc knuckle domain containing protein, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12582473,12584210,"Pavir.5NG158700","GO:0046983,GO:0008171","AT4G35160","","O-methyltransferase family protein","LOC_Os08g19420","O-methyltransferase, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12592404,12596414,"Pavir.5NG158800","GO:0055085,GO:0016021","AT1G54730","","Major facilitator superfamily protein","LOC_Os11g42430","transporter family protein, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12343799,12350415,"Pavir.5NG159000","GO:0030170,GO:0019752,GO:0016831","AT1G27980","ATDPL1,DPL1","dihydrosphingosine phosphate lyase","LOC_Os01g01080","decarboxylase, putative, expressed","OsSPL "
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12350992,12353883,"Pavir.5NG159100","","AT3G02010","","Pentatricopeptide repeat (PPR) superfamily protein","LOC_Os01g01115","pentatricopeptide, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12354738,12355621,"Pavir.5NG159181","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12354227,12360157,"Pavir.5NG159200","GO:0006508,GO:0004222","AT3G27110","","Peptidase family M48 family protein","LOC_Os01g73910","peptidase, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12360617,12363099,"Pavir.5NG159300","","AT5G53850","","haloacid dehalogenase-like hydrolase family protein","LOC_Os11g29370","haloacid dehalogenase-like hydrolase family protein, putative, expressed","OsDEP "
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12362480,12366171,"Pavir.5NG159400","","AT4G24880","","","LOC_Os01g01130","snurportin-1, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12366296,12371846,"Pavir.5NG159500","GO:0003676","AT3G23900","","RNA recognition motif (RRM)-containing protein","LOC_Os01g01150","RNA recognition motif, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12374576,12377193,"Pavir.5NG159600","","AT4G13830","J20","DNAJ-like 20","LOC_Os01g01160","heat shock protein DnaJ, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12392247,12395751,"Pavir.5NG159681","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12399027,12400652,"Pavir.5NG159762","GO:0016757","AT2G41640","","Glycosyltransferase family 61 protein","LOC_Os01g72610","glycosyltransferase, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12405215,12410446,"Pavir.5NG159843","GO:0003677,GO:0046983","AT3G42170","","BED zinc finger ;hAT family dimerisation domain","LOC_Os08g09800","WRKY105, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12427647,12429786,"Pavir.5NG160100","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT5G05340","","Peroxidase superfamily protein","LOC_Os11g02130","peroxidase precursor, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12441249,12444640,"Pavir.5NG160181","","","","","","",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12445237,12450844,"Pavir.5NG160200","","AT1G24265","","Protein of unknown function (DUF1664)","LOC_Os01g01070","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12454293,12456373,"Pavir.5NG160300","GO:0006412","AT2G37270","ATRPS5B,RPS5B","ribosomal protein 5B","LOC_Os11g29190","40S ribosomal protein S5, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12456636,12465550,"Pavir.5NG160400","","AT5G16520","","","LOC_Os01g01040","expressed protein",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12475984,12478471,"Pavir.5NG160481","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT3G14680","CYP72A14","cytochrome P450, family 72, subfamily A, polypeptide 14","LOC_Os01g43844","cytochrome P450 72A1, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12478205,12482400,"Pavir.5NG160700","GO:0005634","AT5G61330","","rRNA processing protein-related","LOC_Os01g34200","AATF, putative, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12487512,12493231,"Pavir.5NG160800","","AT2G43490","","Ypt/Rab-GAP domain of gyp1p superfamily protein","LOC_Os01g01010","TBC domain containing protein, expressed",NA
"Chr05N","5N@36.27",11735767,47154718,"LEN","Chr05N","phytozomev13","gene",12496147,12499845,"Pavir.5NG160900","","AT2G43750","ACS1,ATCS-B,CPACS1,OASB","O-acetylserine (thiol) lyase B","LOC_Os01g74650","cysteine synthase, mitochondrial precursor, putative, expressed",NA
