"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","source","type","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",17041350,17043375,"Pavir.4KG059220","GO:0016491,GO:0008152","AT1G67730","ATKCR1,KCR1,YBR159","beta-ketoacyl reductase 1","LOC_Os06g19530","oxidoreductase, short chain dehydrogenase/reductase family, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",28747633,28754767,"Pavir.4KG082400","GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677","AT3G57230","AGL16","AGAMOUS-like 16","LOC_Os02g36924","OsMADS27 - MADS-box family gene with MIKCc type-box, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",29141249,29144848,"Pavir.4KG102600","","","","","LOC_Os07g02910","OsFBL33 - F-box domain and LRR containing protein, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",29135055,29140348,"Pavir.4KG102700","","AT1G64140","","","LOC_Os06g33180","expressed protein",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",21689949,21690592,"Pavir.4KG103400","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24470226,24471086,"Pavir.4KG103700","GO:0006412,GO:0005840,GO:0005622,GO:0003735","AT2G07675","","Ribosomal protein S12/S23 family protein","LOC_Os12g34062","mitochondrial ribosomal protein S12, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24475973,24476266,"Pavir.4KG103705","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24477906,24478106,"Pavir.4KG103710","","ATMG00030","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24495102,24495771,"Pavir.4KG103715","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24497038,24498516,"Pavir.4KG103720","","","","","LOC_Os12g33944","ELF protein, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24498536,24499434,"Pavir.4KG103725","GO:0015986,GO:0015078","ATMG00640","","hydrogen ion transporting ATP synthases, rotational mechanism;zinc ion binding","LOC_Os12g14930","ATP synthase protein MI25, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24499479,24500119,"Pavir.4KG103730","GO:0020037,GO:0017004","AT2G07771","","Cytochrome C assembly protein","LOC_Os12g34012","cytochrome c biosynthesis ccmC-like mitochondrial protein, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24520764,24524215,"Pavir.4KG103735","","AT3G53440","","Homeodomain-like superfamily protein","LOC_Os01g40000","expressed protein",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24580035,24582098,"Pavir.4KG103740","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24583201,24630879,"Pavir.4KG103745","GO:0005525","AT2G45030","","Translation elongation factor EFG/EF2 protein","LOC_Os03g36780","elongation factor, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24598361,24598690,"Pavir.4KG103750","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24701745,24703299,"Pavir.4KG103755","","","","","LOC_Os07g13240","hypothetical protein",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24704290,24705828,"Pavir.4KG103760","","","","","LOC_Os07g13240","hypothetical protein",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24469945,24470364,"Pavir.4KG103800","GO:0055114,GO:0008137","ATMG00990","","NADH dehydrogenase 3","LOC_Os12g34058","NADH-ubiquinone oxidoreductase chain 3, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24468132,24468579,"Pavir.4KG103900","GO:0006412","ATMG01270","","mitochondrial ribosomal protein S7","LOC_Os12g34045","mitochondrial ribosomal protein S7, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",21276770,21302026,"Pavir.4KG104100","GO:0016868,GO:0005975","AT1G70820","","phosphoglucomutase, putative / glucose phosphomutase, putative","LOC_Os06g28194","expressed protein",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",21330412,21333047,"Pavir.4KG104105","","ATMG00180","","cytochrome C biogenesis 452","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",21334478,21335005,"Pavir.4KG104110","GO:0006412","ATMG01270","","mitochondrial ribosomal protein S7","LOC_Os12g34045","mitochondrial ribosomal protein S7, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",21335835,21336826,"Pavir.4KG104115","GO:0055114,GO:0008137","ATMG00990","","NADH dehydrogenase 3","LOC_Os12g33922","NADH-ubiquinone oxidoreductase chain 3, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",21336827,21337328,"Pavir.4KG104120","GO:0006412,GO:0005840,GO:0005622,GO:0003735","AT2G07675","","Ribosomal protein S12/S23 family protein","LOC_Os12g34062","mitochondrial ribosomal protein S12, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",21340444,21341186,"Pavir.4KG104125","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",21244921,21246626,"Pavir.4KG104300","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",21056635,21105206,"Pavir.4KG104600","GO:0005975,GO:0004553,GO:0043169,GO:0003824","AT3G20440","BE1,EMB2729","Alpha amylase family protein","LOC_Os06g26234","1,4-alpha-glucan-branching enzyme, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",21029074,21035814,"Pavir.4KG104800","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",21040162,21040859,"Pavir.4KG104805","","AT5G04895","","DEA(D/H)-box RNA helicase family protein","LOC_Os03g53760","ATP-dependent RNA helicase DHX36, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",21018682,21019530,"Pavir.4KG105000","","","","","LOC_Os04g17500","expressed protein",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",20993185,20994981,"Pavir.4KG105200","GO:0030247","AT1G11915","","","LOC_Os06g25950","expressed protein",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",20984442,20986985,"Pavir.4KG105400","","AT3G18180","","Glycosyltransferase family 61 protein","LOC_Os04g12010","glycosyltransferase, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",20989568,20990019,"Pavir.4KG105405","","AT1G01020","ARV1","Arv1-like protein","LOC_Os03g57090","arv1, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",20977667,20981867,"Pavir.4KG105500","GO:0016757","AT3G18180","","Glycosyltransferase family 61 protein","LOC_Os06g27560","glycosyltransferase protein, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",20969479,20973032,"Pavir.4KG105700","GO:0016757","AT3G18170","","Glycosyltransferase family 61 protein","LOC_Os03g37010","glycosyltransferase, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",20950131,20952572,"Pavir.4KG105800","GO:0016757","AT3G18180","","Glycosyltransferase family 61 protein","LOC_Os10g35020","glycosyltransferase, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",20846264,20847351,"Pavir.4KG106100","GO:0016491,GO:0008152","AT5G06060","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os11g43360","tropinone reductase 2, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",20866292,20866573,"Pavir.4KG106105","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",20767229,20768867,"Pavir.4KG106200","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",20648413,20648923,"Pavir.4KG106400","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",20715646,20719334,"Pavir.4KG106405","","","","","LOC_Os11g31790","hypothetical protein",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",20644996,20645520,"Pavir.4KG106500","","","","","LOC_Os08g34100","conserved hypothetical protein",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23736763,23737596,"Pavir.4KG106600","GO:0006355","AT4G12850","","Far-red impaired responsive (FAR1) family protein","LOC_Os10g42160","transposon protein, putative, unclassified, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23738376,23745831,"Pavir.4KG106700","","AT4G28990","","RNA-binding protein-related","LOC_Os06g22700","zinc finger family protein, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23746148,23751181,"Pavir.4KG106800","","AT3G47650","","DnaJ/Hsp40 cysteine-rich domain superfamily protein","LOC_Os06g22690","bundle sheath defective protein 2, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23906697,23909373,"Pavir.4KG107000","GO:0015743","AT4G00910","","Aluminium activated malate transporter family protein","LOC_Os06g22600","aluminum-activated malate transporter, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23883995,23905059,"Pavir.4KG107100","GO:0046872,GO:0005524,GO:0046488,GO:0016307","AT3G14270","FAB1B","phosphatidylinositol-4-phosphate 5-kinase family protein","LOC_Os03g28140","1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding protein, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23871599,23873342,"Pavir.4KG107400","GO:0048046,GO:0016762,GO:0006073,GO:0005618,GO:0005975,GO:0004553","AT4G13080","XTH1","xyloglucan endotransglucosylase/hydrolase 1","LOC_Os06g13040","glycosyl hydrolases family 16, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23878355,23880348,"Pavir.4KG107405","","","","","LOC_Os07g01560","transporter family protein, putative, expressed","OsMST3 "
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23871027,23871568,"Pavir.4KG107500","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23848878,23855902,"Pavir.4KG107600","GO:0006886,GO:0005622","AT4G32760","","ENTH/VHS/GAT family protein","LOC_Os06g22650","VHS and GAT domain containing protein, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23840491,23844822,"Pavir.4KG107700","","AT1G55205","","","LOC_Os06g22654","expressed protein",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23835933,23838373,"Pavir.4KG107800","","","","","LOC_Os06g22660","EMB1303, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23811512,23818071,"Pavir.4KG107900","","AT4G29000","","Tesmin/TSO1-like CXC domain-containing protein","LOC_Os06g22670","tesmin/TSO1-like CXC domain containing protein, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23271977,23273643,"Pavir.4KG108200","GO:0016020,GO:0006810,GO:0005215","AT3G16240","AQP1,ATTIP2;1,DELTA-TIP,DELTA-TIP1,TIP2;1","delta tonoplast integral protein","LOC_Os06g22960","aquaporin protein, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23279737,23280090,"Pavir.4KG108205","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23289769,23292426,"Pavir.4KG108210","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23292901,23299119,"Pavir.4KG108215","","AT3G03710","PNP,RIF10","polyribonucleotide nucleotidyltransferase, putative","LOC_Os07g07310","polynucleotide phosphorylase, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23245134,23248625,"Pavir.4KG108300","GO:0030244,GO:0016760,GO:0016020","AT2G33100","ATCSLD1,CSLD1","cellulose synthase-like D1","LOC_Os06g22980","CSLD5 - cellulose synthase-like family D, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23257260,23257745,"Pavir.4KG108305","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23267857,23270089,"Pavir.4KG108310","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23270090,23271634,"Pavir.4KG108315","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",20589854,20602156,"Pavir.4KG108500","GO:0016192,GO:0006904","AT1G77140","ATVPS45,VPS45","vacuolar protein sorting 45","LOC_Os02g24134","Sec1 family transport protein, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23961412,23965531,"Pavir.4KG108600","","AT4G11220","BTI2,RTNLB2","VIRB2-interacting protein 2","LOC_Os06g30750","reticulon domain containing protein, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23968296,23968514,"Pavir.4KG108605","","AT1G79390","","","LOC_Os02g29320","expressed protein",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23969162,23983039,"Pavir.4KG108610","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23999306,23999959,"Pavir.4KG108615","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24000411,24000872,"Pavir.4KG108620","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24002247,24007215,"Pavir.4KG108625","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24008728,24009244,"Pavir.4KG108630","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23958541,23960865,"Pavir.4KG108700","GO:0006568,GO:0004640","AT1G07780","PAI1,TRP6","phosphoribosylanthranilate isomerase 1","LOC_Os02g16630","tryptophan biosynthesis protein trpCF, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23956838,23957698,"Pavir.4KG108800","GO:0005634","AT3G44260","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","LOC_Os09g24990","CAF1 family ribonuclease containing protein, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27517857,27518775,"Pavir.4KG109400","GO:0005515","AT3G06190","ATBPM2,BPM2","BTB-POZ and MATH domain 2","LOC_Os10g29110","MBTB45 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27531259,27532453,"Pavir.4KG109405","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27536305,27539428,"Pavir.4KG109410","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27546573,27550898,"Pavir.4KG109700","","","","","LOC_Os03g23970","diphthine synthase, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27552270,27554090,"Pavir.4KG109800","GO:0005515","AT5G19000","ATBPM1,BPM1","BTB-POZ and MATH domain 1","LOC_Os10g28770","MBTB34 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27554529,27554832,"Pavir.4KG109805","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27629204,27630679,"Pavir.4KG110200","GO:0005515","AT2G39760","ATBPM3,BPM3","BTB/POZ/MATH-domains containing protein","LOC_Os10g28770","MBTB34 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27646931,27647977,"Pavir.4KG110400","GO:0005515","AT5G19000","ATBPM1,BPM1","BTB-POZ and MATH domain 1","LOC_Os10g28770","MBTB34 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27651596,27655956,"Pavir.4KG110500","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27658700,27664716,"Pavir.4KG110600","GO:0043531","AT3G46530","RPP13","NB-ARC domain-containing disease resistance protein","LOC_Os11g03650","mla1, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27676029,27679731,"Pavir.4KG110605","GO:0006355","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os05g30310","transposon protein, putative, unclassified, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27697434,27698812,"Pavir.4KG110700","GO:0005975,GO:0004553","AT5G24090","ATCHIA,CHIA","chitinase A","LOC_Os11g47580","glycosyl hydrolase, putative, expressed","RIXI|C10701 "
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27711175,27714503,"Pavir.4KG110800","GO:0043531","AT3G46730","","NB-ARC domain-containing disease resistance protein","LOC_Os11g03650","mla1, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27750908,27751258,"Pavir.4KG110805","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27782925,27783464,"Pavir.4KG110810","","AT2G37430","","C2H2 and C2HC zinc fingers superfamily protein","LOC_Os11g47630","ZOS11-10 - C2H2 zinc finger protein, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27790902,27791375,"Pavir.4KG110815","","AT2G28710","","C2H2-type zinc finger family protein","LOC_Os11g47620","ZOS11-09 - C2H2 zinc finger protein, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27839348,27839848,"Pavir.4KG110820","","AT2G37430","","C2H2 and C2HC zinc fingers superfamily protein","LOC_Os05g38620","ZOS5-10 - C2H2 zinc finger protein, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27840548,27840974,"Pavir.4KG110825","","","","","ChrUn","expressed protein",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27881105,27881900,"Pavir.4KG110830","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27899774,27900345,"Pavir.4KG110835","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27900999,27902322,"Pavir.4KG110840","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",27930637,27931617,"Pavir.4KG110845","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26019498,26022422,"Pavir.4KG111000","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",23916348,23918153,"Pavir.4KG111200","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26164822,26165766,"Pavir.4KG111400","","","","","LOC_Os01g14780","hypothetical protein",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26249958,26251213,"Pavir.4KG111405","","","","","LOC_Os11g05030","expressed protein",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26252512,26252967,"Pavir.4KG111410","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26262438,26262929,"Pavir.4KG111415","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26269396,26269824,"Pavir.4KG111420","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26276356,26276847,"Pavir.4KG111425","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26290272,26290763,"Pavir.4KG111430","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26331807,26332121,"Pavir.4KG111435","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26347691,26349378,"Pavir.4KG111440","GO:0005515","AT5G14530","","Transducin/WD40 repeat-like superfamily protein","LOC_Os05g46570","WD domain, G-beta repeat domain containing protein, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26365536,26367333,"Pavir.4KG111445","","","","","LOC_Os11g41720","TNP1, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26376399,26379556,"Pavir.4KG111450","GO:0043531","AT1G50180","","NB-ARC domain-containing disease resistance protein","LOC_Os08g07330","RGH1A, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26381194,26381519,"Pavir.4KG111455","","","","","","",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26444960,26451885,"Pavir.4KG111460","GO:0008152,GO:0003824","AT5G65940","CHY1","beta-hydroxyisobutyryl-CoA hydrolase 1","LOC_Os12g16350","enoyl-CoA hydratase/isomerase family protein, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",26459445,26461736,"Pavir.4KG111465","GO:0005524,GO:0003676","AT3G22330","ATRH53,PMH2","putative mitochondrial RNA helicase 2","LOC_Os12g41715","DEAD-box ATP-dependent RNA helicase, putative, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",24729165,24760399,"Pavir.4KG113100","GO:0003676,GO:0006418,GO:0005524,GO:0004812,GO:0000166","AT3G13490","ATKRS-2,OVA5","Lysyl-tRNA synthetase, class II","LOC_Os02g41470","tRNA synthetases class II domain containing protein, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",25315602,25318681,"Pavir.4KG113105","","AT3G50120","","Plant protein of unknown function (DUF247)","LOC_Os05g10900","plant protein of unknown function domain containing protein, expressed",NA
"Chr04K","4K@26.26",9916183,29613196,"LEN","Chr04K","phytozomev13","gene",25453562,25463655,"Pavir.4KG113110","GO:0005975,GO:0004553","AT5G24550","BGLU32","beta glucosidase 32","LOC_Os09g31430","Os9bglu30 - beta-glucosidase, similar to Os4bglu12 exoglucanase, expressed",NA
