MONTH,DAY,YEAR,TMAX_C,TMIN_C,RAIN_mm,SRAD_MJ/m2
12,12,2016,3.9,-10.1,0,7.1
12,13,2016,-0.2,-10.7,0,11.3
12,14,2016,-1.1,-10.9,0,5.5
12,15,2016,-1.3,-6.1,0,6.5
12,16,2016,1.1,-2.1,0,0.9
12,17,2016,-1.5,-17.4,0,1.6
12,18,2016,-11.2,-25.7,0,11.6
12,19,2016,-1.2,-17.5,0,11.6
12,20,2016,7.4,-7.3,0,10.3
12,21,2016,11.3,-5.1,0,8.7
12,22,2016,6.5,-6.4,0,6.1
12,23,2016,10.6,-2.2,0,8.6
12,24,2016,11.9,-7,0,11.2
12,25,2016,19.7,5.1,4.57,2.2
12,26,2016,9.7,-3.9,0,11.3
12,27,2016,11.3,-7,0,11.4
12,28,2016,12.2,-5.4,0,10.3
12,29,2016,9.1,-3.7,0,11.8
12,30,2016,13.5,-7.2,0,11.3
12,31,2016,8.3,-7.7,0,11.5
