MONTH,DAY,YEAR,TMAX_C,TMIN_C,RAIN_mm,SRAD_MJ/m2
7,14,2016,30.2,19.5,0,21.82
7,15,2016,29.5,18.5,0,23.78
7,16,2016,29.7,18.7,2.29,21.34
7,17,2016,32.5,22.2,0,25.35
7,18,2016,32.6,23.4,0,21.25
7,19,2016,33.4,22,0.25,20.7
7,20,2016,33.2,21.1,0,19.84
7,21,2016,33.8,23,0,23.02
7,22,2016,32,20.9,0.76,17.69
7,23,2016,34.7,23.3,0,21.87
7,24,2016,34.1,21.5,2.29,24.69
7,25,2016,28.6,20.7,29.46,12.71
7,26,2016,30.1,20,0,22.31
7,27,2016,32.3,21.3,0,24.87
7,28,2016,31.4,20.8,19.81,17.8
7,29,2016,28.1,18.7,0,19.86
7,30,2016,28.1,17.5,0,24.05
7,31,2016,28.2,18.3,11.18,14.82
8,1,2016,24.2,19,15.24,9.75
8,2,2016,30.3,19.9,34.8,19.93
8,3,2016,30.7,20.5,0,21.94
8,4,2016,34,21.3,0,23.75
8,5,2016,28.8,20.9,12.45,14.08
8,6,2016,27.2,19,0,24.27
8,7,2016,27.6,17.6,0,21.38
8,8,2016,27,19.3,6.1,13.18
8,9,2016,31.3,20.6,7.62,18.47
8,10,2016,32.3,22.5,1.02,18.25
8,11,2016,33.1,22.7,0,23.07
8,12,2016,30.9,22.8,35.56,10.27
8,13,2016,28.5,19.1,0,24.77
8,14,2016,27.8,17.5,0,21.2
8,15,2016,22.6,18.1,1.27,6.41
8,16,2016,29.9,18,0.25,22.45
8,17,2016,29.7,17.7,0,23.5
8,18,2016,30.4,19,0,22.66
8,19,2016,28.6,19.7,0,14.68
8,20,2016,25.1,15.8,2.79,11.78
8,21,2016,25.8,13.2,0,23.78
8,22,2016,26.7,13.4,0,24.54
8,23,2016,25.1,15.8,0.51,8.88
8,24,2016,31.6,21.1,1.02,16.07
8,25,2016,30.6,19,19.56,17.41
8,26,2016,26.7,20.9,1.78,5.37
8,27,2016,30.3,19.9,0.25,19.4
8,28,2016,31.6,20.6,0,19.9
8,29,2016,30.9,21.2,0,13.5
8,30,2016,29.7,20.2,5.08,15.21
8,31,2016,26.7,18.5,4.06,8.26
9,1,2016,25.1,15.6,0,19.47
9,2,2016,24.5,13.5,0,19.55
9,3,2016,25.8,13.5,0,19.15
9,4,2016,27.6,13.4,0,20.62
9,5,2016,31,16.5,0,18.81
9,6,2016,32.2,22.4,0,17.4
9,7,2016,31.9,22,0,16.39
9,8,2016,25.7,18.9,62.74,3.88
9,9,2016,28.4,19.8,27.43,12.66
9,10,2016,23,12.3,25.15,19.58
9,11,2016,24.1,10.8,0,21.28
9,12,2016,26.9,12.4,0,20.47
9,13,2016,29.1,15.9,0,16.95
9,14,2016,26.3,18.1,12.7,11.48
9,15,2016,29.9,17.9,0,17.33
9,16,2016,26.5,17.8,13.21,7.7
9,17,2016,26.3,16.5,0.25,14.67
9,18,2016,27.9,13.6,0,19.06
9,19,2016,30,16,0,19.28
9,20,2016,33.5,18.7,0,18.06
9,21,2016,30.7,20.3,0,17.81
9,22,2016,30.2,15.9,0,18.56
9,23,2016,30.7,17.9,0,17.91
9,24,2016,30.9,17.6,0,16.8
9,25,2016,27.2,15.4,1.02,15.99
9,26,2016,22.5,11,0,19.66
9,27,2016,25.6,10.7,0,18.7
9,28,2016,19.8,9.9,0,17.24
9,29,2016,23.7,8.6,0,18.23
9,30,2016,21.3,11.2,0,9.54
10,1,2016,18.8,13.4,0,7.14
10,2,2016,20.8,15,0,7.1
10,3,2016,23.4,13.1,0,14.4
10,4,2016,26.7,12.8,0,16.85
10,5,2016,26.5,15.6,6.35,17.1
10,6,2016,24.3,17.1,3.05,5.6
10,7,2016,17.1,5.7,0,10.6
10,8,2016,21,3.8,0,14.89
10,9,2016,22.7,5.7,0,12.18
10,10,2016,22.4,8,0,7.64
10,11,2016,26,9.6,0,13.72
10,12,2016,18.8,8,0,2.76
10,13,2016,15.6,1.6,0,15.96
10,14,2016,21.3,8.4,0,12.71
10,15,2016,27.1,15.5,0,13.16
10,16,2016,29.2,18.8,0,14.43
10,17,2016,31.7,19.7,0,14.57
10,18,2016,27.4,15,0,14.11
10,19,2016,20.3,13,13.72,4.13
10,20,2016,14.1,4.2,0.76,5.92
10,21,2016,15.7,1.8,0,14.29
10,22,2016,21.3,4.1,0,14.18
10,23,2016,24,8.9,0,14.22
10,24,2016,18.5,5.9,0,14.33
10,25,2016,21,8.9,0,9.26
10,26,2016,19.4,12.5,1.02,3.82
10,27,2016,19.3,9.9,0,11.54
10,28,2016,26.9,9.1,0,12.12
10,29,2016,27.5,15,0,11.36
10,30,2016,19.5,9.1,0,3.2
10,31,2016,22.9,8.5,0,7.88
11,1,2016,27.9,14.3,0,11.09
11,2,2016,27,16.1,63.5,8.61
11,3,2016,20.4,11.9,0.51,5.9
11,4,2016,21.4,8.5,0,13.24
11,5,2016,19.1,5.8,0,9.86
11,6,2016,17.6,3.5,0,12.84
11,7,2016,18.2,7.2,0,7.33
11,8,2016,18.6,6.5,6.86,5.37
11,9,2016,16.5,3,0,12.35
11,10,2016,18.3,1.7,0,12.81
11,11,2016,15.1,4.1,0,10.29
11,12,2016,13.4,0.2,0,12.5
11,13,2016,15.5,-0.5,0,11.69
11,14,2016,18.5,3,0,9.46
11,15,2016,19.2,2.2,0,10.01
11,16,2016,21.7,3.6,0,10
11,17,2016,25.5,12.3,0,7.97
11,18,2016,18.9,1.8,0,4.94
11,19,2016,7,-1.9,0,10.33
11,20,2016,8.7,-5.1,0,9.9
11,21,2016,12.8,-3,0,8.48
11,22,2016,10.1,3.7,1.78,1.6
11,23,2016,11.4,4.7,0,1.48
11,24,2016,8,0.8,0,5.21
11,25,2016,5.8,-1.1,0,3.6
11,26,2016,11,-3.7,0,9.3
11,27,2016,9.9,2.7,0.51,1.92
11,28,2016,12.9,8,0,2.75
11,29,2016,16.2,2.2,0,2.89
11,30,2016,3.5,-1.5,0,0.78
12,1,2016,5.8,-3.4,0,3.56
12,2,2016,8.9,-5,0,3.19
12,3,2016,7.3,-3.6,0,1.59
12,4,2016,3.6,-0.2,9.65,1.37
12,5,2016,6.6,-2.8,0,4.76
12,6,2016,4.2,-2.5,0.25,2.98
12,7,2016,0.7,-6.5,0,2.22
12,8,2016,-3.3,-9,0,6.13
12,9,2016,-2.1,-11.5,0,4.6
12,10,2016,1.1,-5,0,2.32
12,11,2016,7.4,-0.8,2.03,1.03
12,12,2016,0.1,-7,0,6.89
12,13,2016,0,-10,0,5.57
12,14,2016,-2.8,-10.7,0,5.16
12,15,2016,-6.7,-11.1,0,3.82
12,16,2016,0.6,-7.2,0.51,0.9
12,17,2016,1,-13.1,1.02,1.08
12,18,2016,-13.1,-20,0,9.5
12,19,2016,-5.1,-20.3,0,9.14
12,20,2016,3.3,-11.1,0.51,8.46
12,21,2016,9.6,-6.3,0,7.79
12,22,2016,6.3,-4.2,0,7.61
12,23,2016,4.5,0.3,2.79,0.92
12,24,2016,5.5,0.8,0,2.05
12,25,2016,18.5,4.2,5.08,2.76
12,26,2016,11.8,-0.5,5.08,7.22
12,27,2016,8,-3.2,0,9.65
12,28,2016,12.2,-3,0,7.31
12,29,2016,7.6,0.5,0,9.93
12,30,2016,11.4,-4,0,9.74
12,31,2016,8.8,-5.1,0,8.42
