MONTH,DAY,YEAR,TMAX_C,TMIN_C,RAIN_mm,SRAD_MJ/m2
3,6,2016,24.26,11.82,0,11.83
3,7,2016,24.74,16.66,0.15,6.87
3,8,2016,26.57,16.63,30.05,9.82
3,9,2016,20.56,14.02,29.1,2.03
3,10,2016,18.39,14.43,9.35,5.97
3,11,2016,20.23,15.07,13.45,8.3
3,12,2016,21.62,14.6,1.75,15.48
3,13,2016,27.49,13.27,0.55,20.78
3,14,2016,31.81,11.3,0.5,21.94
3,15,2016,31.64,18.39,0.35,19.92
3,16,2016,25.62,12.57,0.2,20.05
3,17,2016,24.46,16.53,0.15,9.52
3,18,2016,23.38,12.97,0.1,6.82
3,19,2016,15.58,6.055,0,21.62
3,20,2016,14.7,5.107,0,23.14
3,21,2016,18.29,1.212,0,23.23
3,22,2016,23.75,7.172,0.05,22.42
3,23,2016,26.33,17.98,0,15.61
3,24,2016,20.8,8.87,4.45,23.29
3,25,2016,21.18,4.87,0.05,23.31
3,26,2016,23.41,6.766,0.05,19.43
3,27,2016,20.5,11.27,0.05,20.81
3,28,2016,21.55,7.273,0,23.62
3,29,2016,21.52,12.08,0,6.36
3,30,2016,24.77,20.02,0.1,5.31
3,31,2016,26.71,16.36,0,23.42
4,1,2016,17.04,9.03,2.7,7.34
4,2,2016,21.38,6.123,0.1,24.49
4,3,2016,24.3,7.308,0.05,24.5
4,4,2016,27.29,10.56,0,24.44
4,5,2016,26.54,9.75,0,24.4
4,6,2016,25.62,13.55,0,24.13
4,7,2016,28.81,9.58,0.15,22.53
4,8,2016,24.26,12.87,0,19.38
4,9,2016,21.75,12.7,0,10
4,10,2016,26.02,17.44,0,8.47
4,11,2016,30.65,19.93,0.2,20.2
4,12,2016,20.09,15.92,6.3,5.79
4,13,2016,19.52,14.43,1.85,7.63
4,14,2016,20.09,12.06,0,12.72
4,15,2016,23.72,11.72,0.1,20.96
4,16,2016,25.45,16.19,0.1,6.22
4,17,2016,22.02,16.16,35.55,1.71
4,18,2016,22.57,17.07,14.05,6.76
4,19,2016,24.46,17.51,0,14.8
4,20,2016,24.3,15.21,18.15,16.74
4,21,2016,25.01,15.72,14.5,18.37
4,22,2016,26.07,13.55,0,26.19
4,23,2016,26.27,13.85,0,25.97
4,24,2016,24.7,14.9,0,15.89
4,25,2016,29.98,19.2,0,20.53
4,26,2016,29.26,21.48,0,19.76
4,27,2016,29.5,15.68,34.2,26.99
4,28,2016,28.82,14.83,1.6,23.62
4,29,2016,28.13,18.74,24.5,7.39
4,30,2016,27.09,17.85,1.3,21.88
5,1,2016,23.55,17.07,0,18.04
5,2,2016,19.71,12.53,6.2,8.88
5,3,2016,22.43,9.64,0,18.91
5,4,2016,27.8,12.05,8.95,22.38
5,5,2016,28.41,14.53,9.5,26.02
5,6,2016,28.09,14.83,0,29.06
5,7,2016,27.88,13.85,0,4.11
5,8,2016,27.25,16.46,0,21.59
5,9,2016,22.94,18.39,1.95,5.98
5,10,2016,29.53,19.2,0,20.71
5,11,2016,31.81,17.32,31.6,23.12
5,12,2016,34.03,NA,11.5,21.77
5,13,2016,27.9,18.73,0.45,15.88
5,14,2016,29.61,20.13,0.05,23.01
5,15,2016,27.35,15.28,0,6.79
5,16,2016,23.14,15.95,0.85,10.38
5,17,2016,25.58,17.1,0.05,10.55
5,18,2016,27.84,16.22,1.1,14.84
5,19,2016,23.01,15.68,43.5,14.91
5,20,2016,21.31,15.58,36.8,6.93
5,21,2016,26.17,16.05,0.05,17.04
5,22,2016,28.69,19.92,0.95,14.43
5,23,2016,30.28,21.52,0.05,13.08
5,24,2016,28.17,21.99,0.1,6.5
5,25,2016,30.65,23.48,0,12.86
5,26,2016,29.08,24.16,10.2,6.89
5,27,2016,25.04,17.48,19.55,6.97
5,28,2016,24.77,17.38,11.1,9.88
5,29,2016,32.36,18.97,0,15.54
5,30,2016,31.37,20.13,3.15,19.75
5,31,2016,30.05,19.34,1.65,19.14
6,1,2016,27.63,19.58,4.3,6.48
6,2,2016,30.15,20.84,14.2,16.67
6,3,2016,26,18.46,39.65,12.23
6,4,2016,29.16,20.23,0,20.23
6,5,2016,28.86,19.64,5.1,15.25
6,6,2016,30.82,20.22,0,23.1
6,7,2016,31,19.68,0,25.3
6,8,2016,32.05,20.5,0,21.41
6,9,2016,32.8,19.86,0.05,26.87
6,10,2016,32.8,19.28,0,24.02
6,11,2016,32.8,23.48,0,21.69
6,12,2016,33.48,24.7,0,24.47
6,13,2016,33.21,25.11,0,20.55
6,14,2016,33.89,25.45,0,23.59
6,15,2016,33.85,24.53,0,22.95
6,16,2016,34.9,22.87,0,25.76
6,17,2016,34.87,23.14,0,26.9
6,18,2016,34.84,22.77,0,26.73
6,19,2016,34.53,22.16,0,25.01
6,20,2016,34.23,22.06,0,21.72
6,21,2016,34.5,23.04,0,22.25
6,22,2016,34.74,23.41,0,22.7
6,23,2016,33.95,23.38,0,24.57
6,24,2016,33.75,21.82,0,24.69
6,25,2016,33.92,23.69,0,22.98
6,26,2016,30.62,23.89,0,10.47
6,27,2016,34.29,22.7,0,21.46
6,28,2016,34.77,23.04,0,21.29
6,29,2016,34.97,21.38,1.95,13.63
6,30,2016,33.65,22.6,0,21.04
7,1,2016,34.74,21.42,0,23.04
7,2,2016,34.46,23.58,0,23.24
7,3,2016,35.48,25.04,0,23.58
7,4,2016,35.78,26.46,0,18.27
7,5,2016,36.13,25.04,0,19.25
7,6,2016,36.03,25.75,0,22.97
7,7,2016,36.06,25.07,0,23.53
7,8,2016,36.05,25.07,0,23.98
7,9,2016,35.92,23.45,0,22.38
7,10,2016,36.19,23.41,3.5,21.18
7,11,2016,34.63,25.28,0,18.99
7,12,2016,36.19,24.19,0,22.58
7,13,2016,35.99,25.51,0,20.77
7,14,2016,36.49,23.62,0,22.35
7,15,2016,36.31,24.94,0,23.88
7,16,2016,37,23.11,0,22.67
7,17,2016,35.72,22.91,0,22.09
7,18,2016,35.62,22.4,0,23.21
7,19,2016,35.63,23.79,0,21.47
7,20,2016,36.05,23.48,0,21.39
7,21,2016,36.24,23.04,0,22.54
7,22,2016,37.17,23.04,0,23.73
7,23,2016,37.34,23.79,0,23.69
7,24,2016,37.27,24.6,0,23.58
7,25,2016,37.23,24.94,0,22.43
7,26,2016,38.42,22.76,16.85,16.57
7,27,2016,34.54,22.4,0,17.65
7,28,2016,35.24,22.94,0,19.46
7,29,2016,36.68,23.14,0,17.54
7,30,2016,35.39,23.52,0,16.23
7,31,2016,36.39,24.3,0,21.88
8,1,2016,37.02,27.02,0,21.46
8,2,2016,37.47,22.06,0,22.69
8,3,2016,37.61,23.11,0,22.6
8,4,2016,37.44,23.79,0,22.65
8,5,2016,37.61,25.11,0,21.73
8,6,2016,37.37,24.13,0,22.41
8,7,2016,38.05,24.33,0,22.71
8,8,2016,37.78,24.36,0,22.45
8,9,2016,37.78,25.69,0,20.1
8,10,2016,38.01,25.31,0,22.13
8,11,2016,38.25,25.28,0,20.74
8,12,2016,39.82,23.72,13.3,14.08
8,13,2016,32.77,23.55,11.95,9.75
8,14,2016,30.66,22.26,4.85,9.16
8,15,2016,22.91,21.11,71.65,2.14
8,16,2016,24.97,22.4,20.85,2.4
8,17,2016,27.49,22.98,32.65,4.56
8,18,2016,30.45,24.36,1.4,6.57
8,19,2016,33.48,26.24,0,4.65
8,20,2016,29.94,22.57,2.15,6.62
8,21,2016,26.48,21.92,21.1,4.88
8,22,2016,31.92,23.41,7.85,11.79
8,23,2016,33.89,23.99,0,17.42
8,24,2016,33.75,22.94,0,18.26
8,25,2016,33.75,21.96,0.1,17.04
8,26,2016,33.78,21.99,8.35,18.14
8,27,2016,33,21.25,0,14.22
8,28,2016,31.77,20.91,0.25,11.17
8,29,2016,32.43,21.59,3.3,13.83
8,30,2016,32.77,21.72,1.3,13.46
8,31,2016,33.38,22.53,0,15.47
9,1,2016,33.78,22.94,0,15.27
9,2,2016,30.02,22.06,0,10.49
9,3,2016,31.55,22.23,0,12.27
9,4,2016,33.11,21.92,0,17.27
9,5,2016,33.28,22.7,3.8,12.41
9,6,2016,33.41,23.69,0,13.32
9,7,2016,34.26,24.7,0,17.34
9,8,2016,33.61,24.02,0,18.62
9,9,2016,33.58,24.46,0,17.99
9,10,2016,32.12,20.64,0.15,16.61
9,11,2016,32.12,18.94,0,19.77
9,12,2016,32.84,19.62,0,19.6
9,13,2016,33.46,21.89,0,16.86
9,14,2016,33.72,23.38,0,15.88
9,15,2016,33.65,21.45,0,16.27
9,16,2016,34.48,21.99,0,17.41
9,17,2016,35.42,23.18,0,17.17
9,18,2016,35.52,23.14,0,14.67
9,19,2016,35.91,21.35,0,18.29
9,20,2016,36.28,22.3,0,17.88
9,21,2016,34.18,21.79,0,18.87
9,22,2016,34.35,19.01,0,18.57
9,23,2016,33.07,22.74,0.7,12.7
9,24,2016,33.61,23.45,0,12.83
9,25,2016,27.74,22.23,3.75,5.07
9,26,2016,22.64,18.5,0.6,4.23
9,27,2016,26.48,18.09,0,9.91
9,28,2016,31.48,15.31,0,17.45
9,29,2016,27.57,16.09,0,19.55
9,30,2016,28.32,12.43,0,19.4
10,1,2016,25.04,13.72,0,7.99
10,2,2016,29.67,12.06,0,18.07
10,3,2016,30.56,15.17,0,17.64
10,4,2016,32.33,18.19,0,14.52
10,5,2016,33.41,22.3,0,15.34
10,6,2016,33.28,22.7,0.05,13.32
10,7,2016,28.72,16.33,0,13.04
10,8,2016,28.18,14.63,0,16.4
10,9,2016,27.1,12.7,0,17.06
10,10,2016,28.65,9.99,0,18.69
10,11,2016,31.41,10.91,0,18.11
10,12,2016,33.24,20.84,0,16.58
10,13,2016,29.31,18.2,3,13.43
10,14,2016,30.56,17.72,6.9,12.33
10,15,2016,31.47,20.47,0,12.16
10,16,2016,32.73,22.26,0,12.22
10,17,2016,33.92,22.13,0,13.34
10,18,2016,33.28,23.21,0,12.18
10,19,2016,32.73,22.74,0,9.43
10,20,2016,27.26,16.83,0,12.74
10,21,2016,23.97,10.09,0,16.78
10,22,2016,25.8,7.579,0,17.05
10,23,2016,27.83,9.27,0,10.96
10,24,2016,29.6,18.12,0.25,11.25
10,25,2016,28.42,15.92,0,10.35
10,26,2016,30.01,15.72,0,13.35
10,27,2016,30.36,15.75,0,13.34
10,28,2016,29.5,13.31,0,14.32
10,29,2016,29.4,15.72,0,14.23
10,30,2016,30.16,16.97,0,13.79
10,31,2016,28.45,13.95,0,13.73
11,1,2016,31.71,20.64,0,10.58
11,2,2016,31.06,22.16,1.6,7.29
11,3,2016,23.96,19.45,58.3,1.9
11,4,2016,21.52,19.14,1.8,2.75
11,5,2016,21.45,16.63,0.45,7.56
11,6,2016,25.41,14.87,20.15,5.76
11,7,2016,21.01,16.02,30.8,2.15
11,8,2016,20.29,16.97,1.55,2.46
11,9,2016,19,15.44,1.6,3.17
11,10,2016,20.57,13.38,0,7.58
11,11,2016,23.08,11.82,0,6.72
11,12,2016,22.57,13.28,0,11.25
11,13,2016,23.25,11,0,11
11,14,2016,27.16,13.04,0,10.57
11,15,2016,29.81,11.21,0,11.98
11,16,2016,30.08,12.43,0,12.62
11,17,2016,26.88,14.56,0,11.28
11,18,2016,23.45,9.07,0,7.26
11,19,2016,15.72,4.633,0,14.13
11,20,2016,17.99,-0.21,0,14.28
11,21,2016,23.62,4.192,0,13.21
11,22,2016,23.75,15.34,0.55,2.06
11,23,2016,20.57,8.7,1.9,12.68
11,24,2016,22.94,5.378,0,12.02
11,25,2016,16.05,12.5,12,2.93
11,26,2016,17.99,12.19,0,6.79
11,27,2016,22.67,11.14,0,4.96
11,28,2016,25.24,9.04,0,10.44
11,29,2016,24.36,9.14,0,9.92
11,30,2016,17.44,3.82,0,13.49
12,1,2016,19.28,2.194,0,12.92
12,2,2016,18.19,6.834,5.35,5.6
12,3,2016,10.63,8.53,22,1.43
12,4,2016,11.24,8.69,3.4,2.21
12,5,2016,10.15,7.86,10.49,2.86
12,6,2016,11.68,5.78,0.3,5.61
12,7,2016,12.67,4.72,0,5.68
12,8,2016,10.15,-0.447,0,4.76
12,9,2016,7.743,-1.395,0,8.19
12,10,2016,10.59,0.569,0,3.91
12,11,2016,20.56,9.68,0.1,3.73
12,12,2016,17.38,5.852,0,9.92
12,13,2016,19.15,8.22,0.05,8.19
12,14,2016,12.5,5.987,0,4.28
12,15,2016,9.61,5.377,0,3.05
12,16,2016,19.71,9.44,0,3.73
12,17,2016,25.24,-2.343,0.05,4.17
12,18,2016,0.163,-6.136,0,6.64
12,19,2016,4.764,-6.983,0,8.61
12,20,2016,14.19,-2.242,0,8.17
12,21,2016,20.36,5.411,0,10.95
12,22,2016,17.54,7.307,0,11.56
12,23,2016,16.63,8.49,0.65,3.02
12,24,2016,26.12,16.26,0.1,4.55
12,25,2016,26.8,20.29,0,4.82
12,26,2016,28.88,20.19,0,5.79
12,27,2016,22.13,14.67,0,7.9
12,28,2016,27.58,14.6,0,6.01
12,29,2016,18.66,8.9,0,7.48
12,30,2016,10.32,7.579,0,1.95
12,31,2016,25.51,9.37,0,7.8
