MONTH,DAY,YEAR,TMAX_C,TMIN_C,RAIN_mm,SRAD_MJ/m2
4,6,2016,22.07,8.1,0,26.13
4,7,2016,24.22,4.43,0,-996
4,8,2016,21.22,3.38,0,21.24
4,9,2016,24.94,6.4,0,16.13
4,10,2016,30.95,14.33,57.4,22.64
4,11,2016,17.96,8.99,8.38,13.27
4,12,2016,20.65,5.26,0,26.31
4,13,2016,16.96,9.52,4.57,11.95
4,14,2016,21.3,6.74,0,18.58
4,15,2016,24.73,10.14,0,25.78
4,16,2016,22.5,15.57,0,11.88
4,17,2016,18.9,15.28,52.32,5.57
4,18,2016,17.6,11.51,4.32,10.61
4,19,2016,21.17,11.17,21.84,14.4
4,20,2016,20.27,11.26,0,18.56
4,21,2016,22.68,9.38,1.27,28.12
4,22,2016,25.55,9.01,0,27.68
4,23,2016,27.53,9.53,0,28.11
4,24,2016,26.57,15.18,0,22.56
4,25,2016,29.47,18.5,0,18.97
4,26,2016,25.76,14.38,30.99,9.35
4,27,2016,21.91,11.84,0,26.5
4,28,2016,22.65,7.89,0,24.83
4,29,2016,20.72,12.62,1.27,5.63
4,30,2016,20.44,9.32,0,24.38
5,1,2016,17.37,6.92,0.51,21.85
5,2,2016,16.85,7.4,0,15.89
5,3,2016,22.45,4.22,0,26.83
5,4,2016,25.52,9,0,29.09
5,5,2016,26.31,6.23,0,29.58
5,6,2016,28.66,9.18,0,28.94
5,7,2016,28.48,12.21,0,25.49
5,8,2016,24.05,16.88,0,11.3
5,9,2016,26.04,15.58,3.81,19.28
5,10,2016,32.37,10.66,0,29.25
5,11,2016,28.64,18.44,0,24.33
5,12,2016,25.45,13.31,0,29.68
5,13,2016,29.19,10.71,3.56,28.64
5,14,2016,17.79,9.54,0,22.15
5,15,2016,21.09,10.57,1.78,19.74
5,16,2016,21.38,12.99,11.43,7.52
5,17,2016,18.08,12.93,5.33,11.76
5,18,2016,20.03,10.03,0,22.55
5,19,2016,17,8.93,6.6,6.71
5,20,2016,22.21,13.15,0,16.95
5,21,2016,27.83,15.53,0,21.89
5,22,2016,28.25,17.95,0,23.25
5,23,2016,27.48,18.77,0.51,12.22
5,24,2016,31.06,18.3,16.76,18.46
5,25,2016,31.3,18.85,0,23.9
5,26,2016,30.42,21.83,0,23.46
5,27,2016,27.76,17.64,1.02,21.08
5,28,2016,28.95,16.37,0,29.82
5,29,2016,31.88,18.86,0,26.83
5,30,2016,27.14,18.3,0,20.17
5,31,2016,27.73,17.73,7.87,19.19
6,1,2016,26.4,19.1,0,14.13
6,2,2016,25.61,19.05,6.1,11.72
6,3,2016,26.73,18.16,0.25,17.59
6,4,2016,31.44,15.81,0,25.91
6,5,2016,29.47,13.92,0,30.72
6,6,2016,31.43,13.31,0,30.39
6,7,2016,32.85,15.33,0,27.83
6,8,2016,33.37,17.64,0.25,29.32
6,9,2016,32.46,19.05,0,28.12
6,10,2016,33.44,21.18,0,26.71
6,11,2016,33.94,20.97,0,27.43
6,12,2016,31,21.46,0,28.36
6,13,2016,29.4,21.06,0,-996
6,14,2016,34.01,22.17,0,22.14
6,15,2016,37.39,23.52,0,28.52
6,16,2016,37.42,24.45,0,28.18
6,17,2016,37.64,24.16,0,27.95
6,18,2016,33.87,20.32,7.11,18.34
6,19,2016,33.46,21.53,0,25.53
6,20,2016,35.74,21.2,0,26.57
6,21,2016,36.77,21.66,0,26.09
6,22,2016,37.06,25.06,0,29.07
6,23,2016,36.84,25.13,0,25.68
6,24,2016,34.98,23.63,0,19.54
6,25,2016,35.93,22.55,0,26.64
6,26,2016,36.3,21.12,22.1,22.28
6,27,2016,33.41,21.91,0,18.55
6,28,2016,35.27,21.31,0,27.23
6,29,2016,34.44,19.18,0,-996
6,30,2016,34.63,21.46,0.51,22.02
7,1,2016,26.68,21.91,1.27,7.93
7,2,2016,35.95,22.52,0,26.16
7,3,2016,33.64,20.99,9.65,12.45
7,4,2016,34.27,21.01,0,27.02
7,5,2016,36.27,24.13,0,27.34
7,6,2016,36.58,24.88,0,26.69
7,7,2016,36.33,27.22,0,24.05
7,8,2016,30.99,20.81,24.13,9.49
7,9,2016,32.79,22.29,0,26.29
7,10,2016,33.92,20.61,0,28.3
7,11,2016,32.73,24.69,0,17.25
7,12,2016,34.56,25.48,0,21.11
7,13,2016,36.02,19.21,9.14,25.09
7,14,2016,29.18,19.62,31.75,12.66
7,15,2016,31.17,20.08,0.51,26.83
7,16,2016,33.16,22.55,0,26.63
7,17,2016,34.85,23.57,0,27.92
7,18,2016,35.31,22.08,0,27.89
7,19,2016,35.06,23.28,0,24.43
7,20,2016,35.77,23.68,0,26.89
7,21,2016,37.47,23.23,0,27.74
7,22,2016,38.43,23.58,0,27.95
7,23,2016,38.47,23.33,0,27.81
7,24,2016,38.4,23.98,0,27.07
7,25,2016,35.45,23.54,4.83,22.23
7,26,2016,33.22,22.49,3.05,-996
7,27,2016,33.46,22.63,7.11,18.1
7,28,2016,34.67,21.82,29.46,22.18
7,29,2016,29.74,19.36,6.6,17.73
7,30,2016,31.16,21.31,1.78,17.25
7,31,2016,35.19,23.4,0,26.49
8,1,2016,35.8,24.33,0,26.65
8,2,2016,36.55,23.73,0,24.13
8,3,2016,36.75,24.64,0,25.17
8,4,2016,35.59,25.66,0,25.79
8,5,2016,35.49,24.38,0.76,19.18
8,6,2016,31.19,22.96,0,12.72
8,7,2016,36.97,23.83,0,22.2
8,8,2016,34.16,22.33,0,17.46
8,9,2016,36.18,22.47,0.76,20.39
8,10,2016,37.14,23.94,0,23.79
8,11,2016,38.77,25.36,0,25.23
8,12,2016,32.03,23.94,2.29,13.78
8,13,2016,32.75,21.19,0,26.43
8,14,2016,30.45,18.91,0,15.78
8,15,2016,33.7,20.45,0,19.99
8,16,2016,33.64,17.02,0,25.74
8,17,2016,33.2,19.34,0,22.95
8,18,2016,33.1,20.83,0,18.66
8,19,2016,33.25,20.7,0,22.6
8,20,2016,29.26,17.66,12.19,16.5
8,21,2016,29.74,13.16,0,25.38
8,22,2016,32.2,13.56,0,24.83
8,23,2016,33.02,23.5,0.25,13.29
8,24,2016,36.42,26.15,0,22.9
8,25,2016,35.08,19.72,46.99,18.87
8,26,2016,32.99,19.54,0.25,20.2
8,27,2016,33.43,20.63,0.25,18.28
8,28,2016,33.33,22.11,2.54,15.05
8,29,2016,31.43,21.28,4.32,15.46
8,30,2016,33.56,20.79,0,20.81
8,31,2016,31.98,20.77,2.03,15.17
9,1,2016,29.23,20.58,0.76,14.98
9,2,2016,28.99,17.88,0,23.19
9,3,2016,30.21,16.26,0,22.38
9,4,2016,32.56,18.39,0,21.01
9,5,2016,35.12,22.55,0,22.1
9,6,2016,34.59,24.05,0,20.43
9,7,2016,35,24.98,0,15.06
9,8,2016,36.63,26.24,0,17.4
9,9,2016,34.74,19.9,13.72,20.2
9,10,2016,26.36,14.28,1.52,22.87
9,11,2016,29.51,11.72,0,23.14
9,12,2016,33.32,16.94,0,20.75
9,13,2016,33.11,19.75,0,16.89
9,14,2016,26.78,17.82,5.33,11.3
9,15,2016,30.16,19.03,0.51,10.37
9,16,2016,26.38,17.99,1.52,10.84
9,17,2016,30.41,16.5,27.69,16.49
9,18,2016,31.65,17.93,0.76,20.86
9,19,2016,36.62,21.7,0,20.11
9,20,2016,35.7,22.88,0,20.25
9,21,2016,33.6,22.08,0,17.91
9,22,2016,33.47,19.4,0,20.66
9,23,2016,33.26,18.83,0,18.22
9,24,2016,32.24,20.33,2.29,14.34
9,25,2016,23.17,16.73,6.35,5.56
9,26,2016,24.37,11.89,0,20.66
9,27,2016,28.99,9.04,0,20.69
9,28,2016,29.79,13.12,0,20.54
9,29,2016,23.15,9.75,0,20.27
9,30,2016,25.01,7.78,0,19.78
10,1,2016,27.89,11.61,0,17.57
10,2,2016,29.29,14.22,0,18.42
10,3,2016,29.38,14.55,0,18.68
10,4,2016,29.52,19.57,0,10.36
10,5,2016,33.58,18.08,2.03,18.38
10,6,2016,30.83,11.99,22.61,12.08
10,7,2016,19.64,9.5,0,17.72
10,8,2016,22.67,4.81,0,19.26
10,9,2016,25.45,11.2,0,17.23
10,10,2016,25.88,13.71,0,12.99
10,11,2016,30.9,13.69,0,17.6
10,12,2016,22.24,11.34,3.3,7.31
10,13,2016,12.56,8.34,0,3.6
10,14,2016,26.36,11.57,0,15.44
10,15,2016,30.61,18.42,0,13.61
10,16,2016,32.57,20.72,0,16.95
10,17,2016,33.52,22.96,0,17.1
10,18,2016,27.66,16.28,0,16.9
10,19,2016,28.29,15.36,0,14.05
10,20,2016,21.17,7.32,0,15.37
10,21,2016,21.93,3.22,0,17.02
10,22,2016,27.78,8.55,0,16.63
10,23,2016,28.88,12.86,0,12.13
10,24,2016,28.69,10.73,0,15.46
10,25,2016,27.73,15.67,0,11.2
10,26,2016,25.32,16.6,25.4,9.5
10,27,2016,24.61,13.69,0.25,9.13
10,28,2016,30.3,17.1,0,13.78
10,29,2016,29.45,17.83,0,13.69
10,30,2016,18.71,12.09,0,4.67
10,31,2016,30.1,11.03,0,13.23
11,1,2016,29.7,19.18,0,-996
11,2,2016,29.03,18.64,46.48,8.98
11,3,2016,23.3,14.5,0,9.96
11,4,2016,22.79,13.03,0.25,11.13
11,5,2016,23.32,12.42,0,10.17
11,6,2016,21.92,9.97,0,11.97
11,7,2016,17.02,14.96,7.11,3.22
11,8,2016,17.82,13.19,0,5.06
11,9,2016,18.58,5.13,0,14.54
11,10,2016,21.07,2.59,0.25,14.04
11,11,2016,19.6,7.3,0,13.62
11,12,2016,16.82,3.28,0,14.16
11,13,2016,19.57,3.17,0,13.12
11,14,2016,18.94,7.58,0,11.97
11,15,2016,25.19,5.69,0.25,13.48
11,16,2016,29.58,6.81,0,13.49
11,17,2016,26.22,16.3,0,11.48
11,18,2016,21.61,3.64,0,12.16
11,19,2016,9.66,-2.72,0,13.46
11,20,2016,17.18,-1.17,0,12.99
11,21,2016,19.41,3.64,0,11.47
11,22,2016,23.93,7.89,0.25,10.81
11,23,2016,13.94,2.68,0,8.53
11,24,2016,19.8,1.74,0.25,11.85
11,25,2016,12.41,-0.18,0,10.97
11,26,2016,17.28,-3.09,0,12.46
11,27,2016,16.06,8.65,0.51,0.94
11,28,2016,17.69,7.71,0,9.42
11,29,2016,15.55,3.27,0,12.38
11,30,2016,12.16,-0.32,0,12.27
12,1,2016,16.66,-3.69,0,11.27
12,2,2016,13.81,-0.93,1.02,8.63
12,3,2016,8.47,5.76,3.81,2.16
12,4,2016,12.35,1.03,3.3,9.27
12,5,2016,11.11,-0.59,0.25,10.29
12,6,2016,7.32,-0.79,0,8.95
12,7,2016,1.97,-3.03,0,1.48
12,8,2016,0.44,-6.86,0,11.57
12,9,2016,0.47,-10.36,0,3.99
12,10,2016,8.66,0.52,0,4.5
12,11,2016,15.98,-0.23,0,3.01
12,12,2016,3.66,-4.48,0,5.02
12,13,2016,2.59,-4.47,0,10.88
12,14,2016,5.36,-5.62,0,5.81
12,15,2016,2.43,-7.84,0,3.89
12,16,2016,15.97,2.39,0.25,2.24
12,17,2016,8.14,-13.15,0,1.28
12,18,2016,-7.02,-16.79,0,11.88
12,19,2016,2.17,-16.07,0,11.93
12,20,2016,11.42,-5.98,0,11.63
12,21,2016,13.21,-2.83,0,8.93
12,22,2016,6.16,0.23,0,4.78
12,23,2016,12.33,2.26,2.54,4.08
12,24,2016,13.07,-1.46,0.25,5.58
12,25,2016,22.72,12.74,0.76,2.92
12,26,2016,15.72,0.07,0,10.29
12,27,2016,13.25,-4.03,0,11.56
12,28,2016,17.13,3.76,0,11.48
12,29,2016,11.81,-1.22,0,11.36
12,30,2016,15.6,-4.47,0,11.66
12,31,2016,13.02,1.04,0,11.43
