MONTH,DAY,YEAR,TMAX_C,TMIN_C,RAIN_mm,SRAD_MJ/m2
2,17,2016,23.45,10,0,26
2,18,2016,25.69,12.39,0,26.21
2,19,2016,26.55,17.44,0,26.43
2,20,2016,23.83,18.51,0,26.65
2,21,2016,21.32,17.79,0,26.86
2,22,2016,23.57,12.85,0,27.08
2,23,2016,15.94,8.39,36.322,27.29
2,24,2016,18.29,6.53,0,27.51
2,25,2016,19.2,3.98,0,27.73
2,26,2016,18.63,4.43,0,27.94
2,27,2016,21.92,8.29,0,28.16
2,28,2016,24.73,12.73,0,28.37
2,29,2016,25.09,16.89,0,28.59
3,1,2016,26.64,14.51,0,28.8
3,2,2016,24.17,9.53,0,29.01
3,3,2016,27.28,16.18,0,29.23
3,4,2016,23.96,9.93,0,29.44
3,5,2016,25.11,13.18,0,29.65
3,6,2016,24.53,14.19,0,29.86
3,7,2016,24.7,17.39,0,30.07
3,8,2016,27.92,19.44,10.16,30.28
3,9,2016,21.53,14.17,56.642,30.49
3,10,2016,16.96,14.48,10.16,30.69
3,11,2016,21.01,15.08,7.366,30.9
3,12,2016,23.52,14.14,0,31.1
3,13,2016,29.14,13.69,0,31.3
3,14,2016,32.53,12.94,0,31.5
3,15,2016,33,19.01,0,31.7
3,16,2016,26.21,16.46,0,31.9
3,17,2016,25.99,19.11,0,32.1
3,18,2016,25.89,12.89,1.016,32.29
3,19,2016,15.7,7.64,0,32.48
3,20,2016,16.06,5.33,0,32.67
3,21,2016,19.34,3.09,0,32.86
3,22,2016,24.61,8.14,0,33.04
3,23,2016,26.69,17.94,2.032,33.23
3,24,2016,20.1,10.44,1.27,33.41
3,25,2016,22.42,5.87,0,33.59
3,26,2016,22.54,9.36,0,33.76
3,27,2016,22.51,12.77,0,33.94
3,28,2016,23.47,8.87,0,34.11
3,29,2016,20.2,14.27,0,34.28
3,30,2016,24.53,20.13,0.508,34.45
3,31,2016,28.77,19.2,0,34.61
4,1,2016,19.44,10.39,7.112,34.78
4,2,2016,22.37,7.07,0,34.94
4,3,2016,25.92,7.34,0,35.09
4,4,2016,28.32,12.75,0,35.25
4,5,2016,27.16,13.45,0,35.4
4,6,2016,26.45,15.46,0,35.55
4,7,2016,29.44,10.62,0,35.7
4,8,2016,26.06,15.01,0,35.84
4,9,2016,25.38,15.34,0.508,35.99
4,10,2016,25.57,18.34,0,36.13
4,11,2016,31.82,21.08,0,36.27
4,12,2016,22.78,15.94,20.828,36.4
4,13,2016,21.87,14.98,11.176,36.53
4,14,2016,23.23,12.46,0,36.66
4,15,2016,25.36,13.67,0,36.79
4,16,2016,23.09,17.56,6.858,36.92
4,17,2016,25.11,17.06,35.56,37.04
4,18,2016,23.67,17.77,21.59,37.16
4,19,2016,26.31,17.53,0,37.28
4,20,2016,26.18,15.32,6.096,37.39
4,21,2016,27.09,15.61,8.89,37.5
4,22,2016,27.46,15.89,0.254,37.61
4,23,2016,27.11,14.98,0,37.74
4,24,2016,25.5,16.72,0,37.87
4,25,2016,31.05,20.39,0,38
4,26,2016,29.84,22.03,0,38.13
4,27,2016,31.94,16.25,12.446,38.25
4,28,2016,30.62,18.53,0,38.37
4,29,2016,29.34,23.28,0,38.49
4,30,2016,30.52,18.84,7.366,38.61
5,1,2016,24.53,18.2,0,38.72
5,2,2016,20.51,13.47,0,0.09
5,3,2016,24.12,11.32,0,38.93
5,4,2016,29.84,13.11,0,39.04
5,5,2016,31.82,15.51,0,39.14
5,6,2016,30.67,14.69,0,39.24
5,7,2016,29.82,16.51,0,39.33
5,8,2016,22.71,19.39,1.27,39.42
5,9,2016,31.13,19.51,0,39.51
5,10,2016,32.95,18.32,0.254,39.6
5,11,2016,30.82,17.77,9.398,39.69
5,12,2016,29.62,20.41,0,39.77
5,13,2016,32.2,21.29,0,39.85
5,14,2016,28.87,18.84,18.542,0.09
5,15,2016,22.11,16.2,2.54,40
5,16,2016,26.79,19.03,9.906,40.07
5,17,2016,28.47,19.01,0.508,40.14
5,18,2016,25.43,17.01,8.128,40.21
5,19,2016,23.47,15.63,63.5,40.28
5,20,2016,27.56,16.51,0,40.34
5,21,2016,28.99,20.87,0,40.4
5,22,2016,31.61,22.01,0,40.46
5,23,2016,29.82,21.48,0,40.51
5,24,2016,32.04,23.23,0,40.56
5,25,2016,29.94,24.56,0,40.61
5,26,2016,32.36,20.13,2.54,40.66
5,27,2016,25.02,18.48,14.732,40.7
5,28,2016,33.13,18.01,0,40.75
5,29,2016,31.56,21.37,1.778,40.79
5,30,2016,31.74,19.03,5.588,40.83
5,31,2016,28.69,19.56,0,40.86
6,1,2016,31.21,20.03,5.588,40.9
6,2,2016,28.02,20.17,2.286,40.93
6,3,2016,30.52,19.37,2.794,40.96
6,4,2016,29.72,18.08,9.398,40.98
6,5,2016,30.44,20.22,14.732,41.01
6,6,2016,31.38,19.96,0.762,41.03
6,7,2016,33.16,21.37,0,41.06
6,8,2016,33.49,22.3,0,41.08
6,9,2016,33,22.08,0,41.09
6,10,2016,32.87,21.44,0,41.11
6,11,2016,33.97,24.48,0,41.13
6,12,2016,34.36,25.6,0,41.14
6,13,2016,35.29,25.21,0,41.15
6,14,2016,35.37,25.74,0,41.16
6,15,2016,35.72,25.64,0,41.16
6,16,2016,35.66,24.19,0,41.17
6,17,2016,36.42,24.58,0,41.17
6,18,2016,35.96,24.75,0,41.17
6,19,2016,34.65,25.64,0,41.17
6,20,2016,36.5,24,0,41.17
6,21,2016,35.93,24.63,0,41.16
6,22,2016,35.53,24.39,0,41.15
6,23,2016,34.36,24.53,0,41.14
6,24,2016,33.68,24.29,0,41.13
6,25,2016,30.42,24.87,0,41.12
6,26,2016,34.49,24.7,0,41.1
6,27,2016,36.23,24.12,0,41.09
6,28,2016,36.74,21.89,7.874,41.07
6,29,2016,34.62,22.18,6.858,41.04
6,30,2016,34.6,23.2,0,41.02
7,1,2016,34.6,23.59,0,41
7,2,2016,35.45,25.04,0,40.97
7,3,2016,35.98,25.5,0,40.94
7,4,2016,36.63,26.36,0,40.91
7,5,2016,36.28,26.08,0,40.88
7,6,2016,35.72,26.16,0,40.85
7,7,2016,36.52,25.57,0.508,40.81
7,8,2016,36.31,26.04,0,40.77
7,9,2016,36.33,25.57,0,40.73
7,10,2016,35.26,24.27,0,40.69
7,11,2016,36.39,26.08,0,40.65
7,12,2016,36.17,25.04,0,40.6
7,13,2016,36.61,26.16,0,40.55
7,14,2016,36.72,25.14,0,40.5
7,15,2016,37.07,25.48,0,40.45
7,16,2016,36.42,24.61,0,40.4
7,17,2016,36.09,24.32,0,40.34
7,18,2016,36.39,25.23,0,40.28
7,19,2016,35.98,25.31,0,40.22
7,20,2016,36.58,24.87,0,40.16
7,21,2016,36.93,24.75,0,40.09
7,22,2016,38.01,25.02,0,40.03
7,23,2016,37.02,25.36,0,39.96
7,24,2016,37.07,25.79,0,39.88
7,25,2016,38.7,23.35,20.574,39.81
7,26,2016,33.78,24,4.064,39.73
7,27,2016,33.08,23.4,24.13,39.65
7,28,2016,35.72,24.56,0,39.57
7,29,2016,35.58,23.96,0,39.49
7,30,2016,35.18,24.73,0,39.4
7,31,2016,35.56,25.28,0,39.31
8,1,2016,36.14,23.88,0,39.22
8,2,2016,36.14,24.39,0,39.13
8,3,2016,36.28,24.84,0,39.03
8,4,2016,36.47,24.77,0,38.93
8,5,2016,36.77,25.16,0,38.83
8,6,2016,36.66,25.07,0,38.73
8,7,2016,37.07,25.36,0,38.62
8,8,2016,37.04,25.69,0,38.52
8,9,2016,37.26,25.92,0,38.41
8,10,2016,37.51,26.89,0,38.29
8,11,2016,38.01,25.87,0,38.18
8,12,2016,39.21,25.57,0,38.06
8,13,2016,35.05,24.19,8.128,37.94
8,14,2016,28.97,21.94,61.214,37.82
8,15,2016,24.14,21.58,55.118,37.69
8,16,2016,27.63,21.44,46.99,37.56
8,17,2016,29.07,23.69,14.224,37.43
8,18,2016,31.03,23.35,1.524,37.3
8,19,2016,34.07,23.64,1.016,37.16
8,20,2016,28.27,22.16,17.272,37.05
8,21,2016,27.68,22.47,6.096,36.93
8,22,2016,33,23.62,2.286,36.82
8,23,2016,33.83,25.53,0,36.7
8,24,2016,34.12,24.68,0,36.58
8,25,2016,34.26,23.93,0,36.46
8,26,2016,34.94,23.96,0,36.33
8,27,2016,33.49,22.61,0,36.21
8,28,2016,31.99,22.99,3.556,36.08
8,29,2016,32.18,22.68,7.366,35.95
8,30,2016,31.69,22.68,0,35.81
8,31,2016,34.28,23.11,0.508,35.68
9,1,2016,34.28,24.63,0,35.54
9,2,2016,31.38,23.23,0,35.4
9,3,2016,33.39,23.83,0,35.25
9,4,2016,33.94,24.07,0,35.11
9,5,2016,33.16,22.89,0,34.96
9,6,2016,33.86,24.66,1.524,34.81
9,7,2016,33.89,25.67,0,34.66
9,8,2016,33.94,24.97,0,34.51
9,9,2016,33.76,24.7,0,34.35
9,10,2016,33.23,21.51,0,34.19
9,11,2016,34.71,20.89,0,34.03
9,12,2016,33.49,22.08,0,33.87
9,13,2016,35.23,23.45,0,33.71
9,14,2016,33.42,24.51,0,33.54
9,15,2016,34.81,23.52,0,33.37
9,16,2016,35.48,23.83,0,33.2
9,17,2016,36.01,23.98,0,33.03
9,18,2016,36.39,24.87,0,32.85
9,19,2016,36.31,24.63,0,32.67
9,20,2016,37.4,24.1,0,32.5
9,21,2016,34.84,24.34,0,32.31
9,22,2016,34.54,22.42,0,32.13
9,23,2016,33.97,23.93,0,31.95
9,24,2016,34.57,24.51,0,31.76
9,25,2016,29.27,21.22,13.208,31.57
9,26,2016,22.8,18.63,5.08,31.38
9,27,2016,25.89,18.63,0,31.19
9,28,2016,31.94,18.18,0,31
9,29,2016,28.39,18.27,0,30.81
9,30,2016,28.54,14.82,0,30.61
10,1,2016,26.94,15.63,0,30.42
10,2,2016,30.72,14.67,0,30.22
10,3,2016,30.92,17.32,0,30.02
10,4,2016,33.26,20.98,0,29.82
10,5,2016,33.21,23.71,0,29.62
10,6,2016,33.26,24.07,0,29.42
10,7,2016,30.62,17.25,0,29.22
10,8,2016,28.59,15.58,0,29.01
10,9,2016,27.61,14.65,0,28.81
10,10,2016,29.69,12.61,0,28.61
10,11,2016,31.36,13.83,0,28.4
10,12,2016,32.69,17.53,0,28.2
10,13,2016,31.89,20.17,1.27,27.99
10,14,2016,32.02,19.13,2.794,27.78
10,15,2016,32.87,21.77,0,27.58
10,16,2016,33.55,23.62,0,27.37
10,17,2016,33.57,23.26,0,27.16
10,18,2016,33.13,23.83,0,26.95
10,19,2016,33.06,24.17,0,26.75
10,20,2016,27.14,18.42,0,26.54
10,21,2016,24.58,12.14,0,26.33
10,22,2016,26.67,9.38,0,26.13
10,23,2016,28.77,12.63,0,25.92
10,24,2016,30.92,19.53,0,25.71
10,25,2016,28.54,18.84,0,25.51
10,26,2016,30.9,17.89,0,25.32
10,27,2016,31.46,18.61,0,25.15
10,28,2016,29.99,16.77,0,24.98
10,29,2016,29.57,17.32,0,24.81
10,30,2016,30.75,18.44,0,24.64
10,31,2016,28.82,16.22,0,24.47
11,1,2016,32.74,21.72,0,24.3
11,2,2016,30.98,22.3,0,24.13
11,3,2016,25.92,19.37,0,23.97
11,4,2016,21.87,19.44,0,23.81
11,5,2016,21.51,17.25,0,23.64
11,6,2016,22.94,15.51,0,23.48
11,7,2016,21.32,16.32,0,23.32
11,8,2016,20.22,16.96,0,23.17
11,9,2016,18.06,15.75,0,23.01
11,10,2016,20.77,14.62,0,22.86
11,11,2016,23.14,13.5,0,22.71
11,12,2016,25.04,13.91,0,22.56
11,13,2016,25.41,12.63,0,22.41
11,14,2016,27.9,13.11,0,22.27
11,15,2016,30.12,15.7,0,22.13
11,16,2016,30.27,14.27,0,21.99
11,17,2016,27.97,14.46,0,21.85
11,18,2016,26.18,11.34,0,21.72
11,19,2016,16.16,5.23,0,21.58
11,20,2016,19.58,1.83,0,21.46
11,21,2016,24.82,6.38,0,21.33
11,22,2016,24.41,16.27,0,21.21
11,23,2016,22.13,10.69,0,21.09
11,24,2016,24.82,8.07,0,20.98
11,25,2016,19.08,13.02,0,20.86
11,26,2016,20.37,11.93,0,20.75
11,27,2016,24,13.54,0,20.65
11,28,2016,25.89,11.98,0,20.55
11,29,2016,26.33,10.54,0,20.45
11,30,2016,19.32,6.08,0,20.36
12,1,2016,20.74,3.8,0,20.27
12,2,2016,18.13,9.68,2.286,20.18
12,3,2016,13.88,8.94,41.148,20.1
12,4,2016,10.96,9.61,4.572,20.03
12,5,2016,11.34,8.34,21.336,19.95
12,6,2016,14.31,7.47,0.254,19.89
12,7,2016,12.99,5.26,0,19.82
12,8,2016,11.91,2.61,0,19.76
12,9,2016,8.19,-0.2,0,19.71
12,10,2016,10.96,1.72,0,19.66
12,11,2016,19.65,9.91,0,19.61
12,12,2016,19.82,7.22,0,19.57
12,13,2016,23.98,10.27,0,19.53
12,14,2016,13.02,5.46,0,19.5
12,15,2016,12.63,6.28,0,19.47
12,16,2016,19.03,10.24,0,19.45
12,17,2016,25.23,16.87,0,19.43
12,18,2016,21.7,-4.47,0,19.41
12,19,2016,6.05,-5.7,0,19.4
12,20,2016,15.24,0.93,0,19.4
12,21,2016,20.89,6.79,0,19.4
12,22,2016,18.63,9.43,0,19.4
12,23,2016,20.27,10.1,0.254,19.41
12,24,2016,25.77,17.61,0,19.43
12,25,2016,26.84,19.98,0,19.45
12,26,2016,29.22,21.34,0,19.47
12,27,2016,24.43,17.63,0,19.5
12,28,2016,28.27,16.89,0,19.54
12,29,2016,24.68,13.02,0,19.57
12,30,2016,13.07,8.24,0,19.62
12,31,2016,22.04,9.8,0,19.67
