"SITE","LINE","LEN","PRM","SEC","SITE2"
"CLMB",453,"43.25","35","17","CLMB"
"CLMB",454,"49.25","28","13.5","CLMB"
"CLMB",455,"43.5","26","12.5","CLMB"
"CLMB",456,"56.5","27.5","13","CLMB"
"CLMB",458,"47.25","21.5","12.5","CLMB"
"CLMB",459,"49.75","23.5","12","CLMB"
"CLMB",460,"46","26.5","9.5","CLMB"
"CLMB",461,"49.5","31","12","CLMB"
"CLMB",462,"51.75","29.5","13","CLMB"
"CLMB",463,"43.25","37.5","15","CLMB"
"CLMB",464,"58","25","12","CLMB"
"CLMB",465,"50.75","28.5","11","CLMB"
"CLMB",466,"32.75","29","9","CLMB"
"CLMB",467,"*","*","*","CLMB"
"CLMB",468,"46.5","25","12","CLMB"
"CLMB",469,"*","*","*","CLMB"
"CLMB",470,"56.25","27","11","CLMB"
"CLMB",471,"38.25","40.25","13","CLMB"
"CLMB",472,"37.75","24","11.5","CLMB"
"CLMB",473,"53.75","34.5","14.5","CLMB"
"CLMB",474,"43","27.5","11.5","CLMB"
"CLMB",475,"53.5","23.5","11.5","CLMB"
"CLMB",476,"34.75","21.5","8.5","CLMB"
"CLMB",477,"32.5","24.5","8.5","CLMB"
"CLMB",479,"48.75","26.5","11.5","CLMB"
"CLMB",480,"44.25","27","10.5","CLMB"
"CLMB",482,"45.5","25.5","10.5","CLMB"
"CLMB",483,"36.75","23","10","CLMB"
"CLMB",484,"28.25","19","9","CLMB"
"CLMB",485,"44.5","25","10.5","CLMB"
"CLMB",486,"42.25","29","10","CLMB"
"CLMB",487,"55.75","35","12","CLMB"
"CLMB",488,"39.5","22","10.5","CLMB"
"CLMB",489,"45.75","31","11.5","CLMB"
"CLMB",491,"46.75","27.5","10.5","CLMB"
"CLMB",492,"44.25","25","11","CLMB"
"CLMB",493,"*","*","*","CLMB"
"CLMB",494,"43","32.5","11","CLMB"
"CLMB",495,"*","*","*","CLMB"
"CLMB",496,"41.5","29.5","12","CLMB"
"CLMB",497,"34.5","19.5","9","CLMB"
"CLMB",498,"40.5","26","11.5","CLMB"
"CLMB",499,"49.25","25.5","10","CLMB"
"CLMB",500,"45.5","12.5","12","CLMB"
"CLMB",501,"29.5","24","9.5","CLMB"
"CLMB",502,"37.5","28","11","CLMB"
"CLMB",503,"45.25","30","13.5","CLMB"
"CLMB",504,"*","*","*","CLMB"
"CLMB",505,"44","25","9.5","CLMB"
"CLMB",506,"58.75","29","15","CLMB"
"CLMB",507,"46.5","33","14","CLMB"
"CLMB",508,"44.5","32","12","CLMB"
"CLMB",511,"49.5","27","12","CLMB"
"CLMB",512,"32.75","19.5","9","CLMB"
"CLMB",513,"*","*","*","CLMB"
"CLMB",514,"63.75","26","14.5","CLMB"
"CLMB",515,"34.5","21","9.5","CLMB"
"CLMB",516,"42.25","27","9","CLMB"
"CLMB",518,"*","*","*","CLMB"
"CLMB",519,"42.75","36","12.5","CLMB"
"CLMB",520,"*","*","*","CLMB"
"CLMB",521,"40.5","18","11","CLMB"
"CLMB",522,"51.5","20","11","CLMB"
"CLMB",523,"52","27.5","12.5","CLMB"
"CLMB",524,"49.75","27.5","12.5","CLMB"
"CLMB",525,"40.5","23","12","CLMB"
"CLMB",526,"39","23.5","10.5","CLMB"
"CLMB",527,"37.75","23.5","12","CLMB"
"CLMB",529,"48","27","13","CLMB"
"CLMB",530,"35.75","21","10","CLMB"
"CLMB",531,"38.75","23.5","9.5","CLMB"
"CLMB",532,"40.75","22.5","11.5","CLMB"
"CLMB",533,"17","13","6","CLMB"
"CLMB",534,"33.75","24","10","CLMB"
"CLMB",535,"48.5","31.5","13","CLMB"
"CLMB",536,"42","21","10.5","CLMB"
"CLMB",537,"38","37","17.5","CLMB"
"CLMB",539,"45.25","29","11","CLMB"
"CLMB",540,"34","29","10","CLMB"
"CLMB",541,"36.75","25.5","13","CLMB"
"CLMB",542,"47.5","33","15","CLMB"
"CLMB",544,"47.5","28","11.5","CLMB"
"CLMB",545,"46.75","41.5","14","CLMB"
"CLMB",546,"31","30","11","CLMB"
"CLMB",547,"49","38","10","CLMB"
"CLMB",548,"35.75","20","11","CLMB"
"CLMB",549,"47.5","37","15","CLMB"
"CLMB",551,"*","*","*","CLMB"
"CLMB",552,"44.75","31.5","11","CLMB"
"CLMB",553,"44.75","32","18.5","CLMB"
"CLMB",555,"53","28.5","12","CLMB"
"CLMB",556,"*","*","*","CLMB"
"CLMB",557,"*","*","*","CLMB"
"CLMB",558,"50.75","34","11.5","CLMB"
"CLMB",559,"43.75","30.5","11","CLMB"
"CLMB",560,"*","*","*","CLMB"
"CLMB",562,"47","27.5","12","CLMB"
"CLMB",563,"39.75","31.5","10.5","CLMB"
"CLMB",564,"32","21.5","9","CLMB"
"CLMB",565,"38.25","33","12.5","CLMB"
"CLMB",566,"39","28","11.5","CLMB"
"CLMB",567,"44","25.5","10.5","CLMB"
"CLMB",569,"38","23.5","9.5","CLMB"
"CLMB",570,"48.25","24.5","11.5","CLMB"
"CLMB",571,"52","24.5","9","CLMB"
"CLMB",572,"34.75","18","9.5","CLMB"
"CLMB",573,"41.5","29","11.5","CLMB"
"CLMB",574,"41.25","21.5","10.5","CLMB"
"CLMB",576,"44.25","26","12","CLMB"
"CLMB",577,"*","*","*","CLMB"
"CLMB",578,"24.5","17","6.5","CLMB"
"CLMB",579,"47.5","29.5","9.5","CLMB"
"CLMB",580,"*","*","*","CLMB"
"CLMB",581,"30.25","30","11","CLMB"
"CLMB",583,"39.5","27","12","CLMB"
"CLMB",584,"47","30","12.5","CLMB"
"CLMB",585,"37","24.5","9","CLMB"
"CLMB",586,"38","25","11","CLMB"
"CLMB",588,"55.25","33","12.5","CLMB"
"CLMB",589,"47","28","11.5","CLMB"
"CLMB",592,"34.5","31","10.5","CLMB"
"CLMB",593,"40","27","11.5","CLMB"
"CLMB",594,"54.75","36.5","15.5","CLMB"
"CLMB",595,"47.5","24","11","CLMB"
"CLMB",596,"44.25","24","11","CLMB"
"CLMB",597,"*","*","*","CLMB"
"CLMB",598,"*","*","*","CLMB"
"CLMB",599,"52","33.5","14.5","CLMB"
"CLMB",600,"42.75","32.5","13","CLMB"
"CLMB",601,"*","*","*","CLMB"
"CLMB",602,"55.25","31","13","CLMB"
"CLMB",603,"*","*","*","CLMB"
"CLMB",604,"34","32.5","11","CLMB"
"CLMB",605,"44.75","28","12.5","CLMB"
"CLMB",606,"52.25","23.5","14","CLMB"
"CLMB",608,"40.5","23.5","11.5","CLMB"
"CLMB",609,"35.25","29","12.5","CLMB"
"CLMB",610,"46.5","31","12.5","CLMB"
"CLMB",611,"43.5","26.5","12.5","CLMB"
"CLMB",612,"39","23","12","CLMB"
"CLMB",613,"41.5","21","14.5","CLMB"
"CLMB",614,"52.5","30","12.5","CLMB"
"CLMB",618,"42","30.5","12","CLMB"
"CLMB",619,"41.5","30","12","CLMB"
"CLMB",620,"40.75","23","9","CLMB"
"CLMB",621,"49.75","34.5","10.5","CLMB"
"CLMB",622,"41.75","28","11.5","CLMB"
"CLMB",623,"46.75","28","12","CLMB"
"CLMB",624,"41.25","26.5","15.5","CLMB"
"CLMB",625,"25.75","16","6","CLMB"
"CLMB",627,"28.75","18","8","CLMB"
"CLMB",628,"*","*","*","CLMB"
"CLMB",629,"46.5","28","12","CLMB"
"CLMB",630,"*","*","*","CLMB"
"CLMB",632,"44.25","26","12.5","CLMB"
"CLMB",633,"32.75","25.5","9","CLMB"
"CLMB",634,"47","28","13.5","CLMB"
"CLMB",635,"42.5","28","13","CLMB"
"CLMB",636,"40.25","26.5","10","CLMB"
"CLMB",637,"48.5","30","14.5","CLMB"
"CLMB",638,"43","27.5","13","CLMB"
"CLMB",639,"32.5","22","11","CLMB"
"CLMB",640,"52.25","31.5","13","CLMB"
"CLMB",641,"44","34","12.5","CLMB"
"CLMB",642,"48.75","26","11.5","CLMB"
"CLMB",643,"34.25","21.5","9.5","CLMB"
"CLMB",644,"*","*","*","CLMB"
"CLMB",645,"51.5","28","11.5","CLMB"
"CLMB",647,"39.75","23","9","CLMB"
"CLMB",648,"*","*","*","CLMB"
"CLMB",649,"43.5","27.5","11","CLMB"
"CLMB",652,"42.75","24.5","10","CLMB"
"CLMB",654,"42.75","19","8.5","CLMB"
"CLMB",655,"55.5","33","14","CLMB"
"CLMB",656,"34","27.5","9","CLMB"
"CLMB",657,"47.25","22.5","13","CLMB"
"CLMB",658,"47","23.5","12","CLMB"
"CLMB",660,"41.5","30.5","13","CLMB"
"CLMB",661,"50.5","27","14.5","CLMB"
"CLMB",663,"33.5","27.5","8.5","CLMB"
"CLMB",664,"42.5","29.5","11.5","CLMB"
"CLMB",666,"42","27","10.5","CLMB"
"CLMB",667,"46","19","12","CLMB"
"CLMB",668,"45.75","22","12.5","CLMB"
"CLMB",669,"35.75","21","10.5","CLMB"
"CLMB",670,"*","*","*","CLMB"
"CLMB",671,"38.5","29.5","11","CLMB"
"CLMB",672,"45.5","26","11.5","CLMB"
"CLMB",673,"44.25","24","12","CLMB"
"CLMB",674,"51.75","31","12","CLMB"
"CLMB",675,"32.75","28","10","CLMB"
"CLMB",677,"49.5","27.5","14","CLMB"
"CLMB",679,"*","*","*","CLMB"
"CLMB",680,"32.75","24.5","10","CLMB"
"CLMB",681,"49.5","24","12.5","CLMB"
"CLMB",682,"38.25","25","10.5","CLMB"
"CLMB",683,"48.5","32","12.5","CLMB"
"CLMB",684,"52","36","12","CLMB"
"CLMB",685,"45","25.5","11","CLMB"
"CLMB",686,"51.25","26","13","CLMB"
"CLMB",689,"40.5","18.5","11.5","CLMB"
"CLMB",690,"42.5","27.5","12","CLMB"
"CLMB",691,"46.5","20.5","9.5","CLMB"
"CLMB",692,"47.75","36","14","CLMB"
"CLMB",693,"37.75","28","10","CLMB"
"CLMB",694,"20.5","20.5","11.5","CLMB"
"CLMB",695,"37.5","22.5","10.5","CLMB"
"CLMB",696,"37.5","25","11","CLMB"
"CLMB",697,"40","17.5","7.5","CLMB"
"CLMB",698,"44.75","29","13.5","CLMB"
"CLMB",699,"41.25","28","11.5","CLMB"
"CLMB",700,"37.75","25","11","CLMB"
"CLMB",702,"36.5","23","9","CLMB"
"CLMB",703,"42.75","18.5","11.5","CLMB"
"CLMB",704,"44.75","31.5","13","CLMB"
"CLMB",705,"43.75","21","12","CLMB"
"CLMB",706,"45","21.5","12.5","CLMB"
"CLMB",707,"40","20.5","9.5","CLMB"
"CLMB",708,"*","*","*","CLMB"
"CLMB",710,"51","34","17.5","CLMB"
"CLMB",711,"47.25","28","11.5","CLMB"
"CLMB",712,"42.75","22.5","10.5","CLMB"
"CLMB",713,"40.25","23","11","CLMB"
"CLMB",714,"38.75","26","14","CLMB"
"CLMB",715,"52","28.5","12","CLMB"
"CLMB",716,"49.25","23","11","CLMB"
"CLMB",718,"41.25","25.5","10","CLMB"
"CLMB",719,"45.5","31.6666666666667","13.25","CLMB"
"CLMB",720,"49.25","30","12.5","CLMB"
"CLMB",721,"*","*","*","CLMB"
"CLMB",722,"40.75","26","11","CLMB"
"CLMB",723,"*","*","*","CLMB"
"CLMB",724,"46.25","30.5","11","CLMB"
"CLMB",725,"40.75","24.5","10","CLMB"
"CLMB",726,"42.5","25","8.5","CLMB"
"CLMB",729,"38.5","23","11.5","CLMB"
"CLMB",730,"37.25","24.5","10.5","CLMB"
"CLMB",731,"50.5","28.5","15.5","CLMB"
"CLMB",732,"*","*","*","CLMB"
"CLMB",733,"51","30","12","CLMB"
"CLMB",734,"48.5","38.5","13","CLMB"
"CLMB",735,"46.25","42","14.5","CLMB"
"CLMB",736,"47.75","31.5","13","CLMB"
"CLMB",737,"50","31","11","CLMB"
"CLMB",738,"43.5","26.5","11.5","CLMB"
"CLMB",739,"44","33.5","18","CLMB"
"CLMB",740,"40.5","30","11","CLMB"
"CLMB",742,"43.75","23.5","14","CLMB"
"CLMB",743,"34.75","13.5","11","CLMB"
"CLMB",744,"48.75","35","14","CLMB"
"CLMB",745,"48.5","23","11.5","CLMB"
"CLMB",746,"33.75","23","11","CLMB"
"CLMB",748,"47.75","26.5","12.5","CLMB"
"CLMB",749,"49.75","25","19.5","CLMB"
"CLMB",750,"37.25","26.5","13","CLMB"
"CLMB",751,"59","26","11.5","CLMB"
"CLMB",752,"29","24","9","CLMB"
"CLMB",753,"45.75","33.5","16.5","CLMB"
"CLMB",755,"45","25","11","CLMB"
"CLMB",756,"48.5","31","14.5","CLMB"
"CLMB",757,"47","34","19","CLMB"
"CLMB",758,"45.75","29.5","16","CLMB"
"CLMB",759,"43.25","28","11","CLMB"
"CLMB",760,"41.375","28.5","16.75","CLMB"
"CLMB",761,"45.25","26","13.5","CLMB"
"CLMB",762,"39.25","22.5","10.5","CLMB"
"CLMB",763,"35.25","21.5","9.5","CLMB"
"CLMB",764,"41.5","23.5","12","CLMB"
"CLMB",765,"16.75","31.5","15.5","CLMB"
"CLMB",766,"35.25","26","12.5","CLMB"
"CLMB",767,"48","30.5","13","CLMB"
"CLMB",768,"36","22.5","10","CLMB"
"CLMB",769,"*","*","*","CLMB"
"CLMB",770,"41.5","29","10.5","CLMB"
"CLMB",771,"40","26.5","9.5","CLMB"
"CLMB",772,"43.25","22","12","CLMB"
"CLMB",773,"48","24.5","11.5","CLMB"
"CLMB",774,"30.25","24","9","CLMB"
"CLMB",775,"34.5","20","9","CLMB"
"CLMB",776,"40.5","28","12","CLMB"
"CLMB",777,"36.5","21","10","CLMB"
"CLMB",778,"42.75","29","8.5","CLMB"
"CLMB",779,"34.25","25.5","25.5","CLMB"
"CLMB",780,"60.5","31","14.5","CLMB"
"CLMB",781,"44","25","10.5","CLMB"
"CLMB",782,"38.25","28.5","11","CLMB"
"CLMB",783,"54.5","45.5","13.5","CLMB"
"CLMB",784,"45","30.5","14.5","CLMB"
"CLMB",785,"42.75","27","10.5","CLMB"
"CLMB",786,"36","30.5","10.5","CLMB"
"CLMB",787,"51.5","39","16.5","CLMB"
"CLMB",788,"48.75","31","9","CLMB"
"CLMB",789,"41.75","24","11.5","CLMB"
"CLMB",790,"50","33.5","12.5","CLMB"
"CLMB",792,"56.75","37.5","12","CLMB"
"CLMB",794,"43","29.5","11","CLMB"
"CLMB",795,"32","27","11","CLMB"
"CLMB",796,"37","29.5","10","CLMB"
"CLMB",797,"36","21","12","CLMB"
"CLMB",799,"57.25","26","13.5","CLMB"
"CLMB",800,"39","22.5","8","CLMB"
"CLMB",801,"44.75","26.5","15.5","CLMB"
"CLMB",802,"48.25","38","15.5","CLMB"
"CLMB",803,"31.5","26","9.5","CLMB"
"CLMB",804,"39.75","22","10","CLMB"
"CLMB",805,"36","29","10.5","CLMB"
"CLMB",806,"35.25","31.5","12.5","CLMB"
"CLMB",808,"32.5","26.5","10.5","CLMB"
"CLMB",809,"33.75","30.5","11.5","CLMB"
"CLMB",810,"42.75","29.5","11.5","CLMB"
"CLMB",811,"37.25","26","11","CLMB"
"CLMB",812,"38","29","11.5","CLMB"
"CLMB",813,"*","*","*","CLMB"
"CLMB",814,"43.5","24","10","CLMB"
"CLMB",815,"33.5","27","10.5","CLMB"
"CLMB",816,"46","31.5","12.5","CLMB"
"CLMB",817,"43.75","30.5","11","CLMB"
"CLMB",818,"48.25","28.5","12.5","CLMB"
"CLMB",819,"56.25","31","18","CLMB"
"CLMB",820,"43.75","18.5","9","CLMB"
"CLMB",821,"40.5","22.5","12","CLMB"
"CLMB",822,"40.25","21.5","13","CLMB"
"CLMB",823,"44","31","10.5","CLMB"
"CLMB",824,"44.5","36.5","14","CLMB"
"CLMB",825,"39","25.5","13.5","CLMB"
"KBSM",405,"35.25","20.5","11","KBSM"
"KBSM",406,"52.25","26.5","14","KBSM"
"KBSM",407,"42.5","28","14.5","KBSM"
"KBSM",408,"38","31","13.5","KBSM"
"KBSM",409,"35.5","32.5","14","KBSM"
"KBSM",410,"44.5","29.5","15.5","KBSM"
"KBSM",411,"42.5","22","11","KBSM"
"KBSM",412,"41","38","17","KBSM"
"KBSM",413,"*","*","*","KBSM"
"KBSM",414,"46.5","30","12","KBSM"
"KBSM",415,"35.25","20.5","11.5","KBSM"
"KBSM",416,"*","*","*","KBSM"
"KBSM",417,"43.5","28","13.5","KBSM"
"KBSM",418,"43.75","28.5","12.5","KBSM"
"KBSM",419,"48.5","36","15.5","KBSM"
"KBSM",420,"45.5","30","13","KBSM"
"KBSM",421,"37.5","29.5","12.5","KBSM"
"KBSM",422,"33.75","24","11.5","KBSM"
"KBSM",423,"38.5","26.5","13","KBSM"
"KBSM",424,"48.5","38","17.5","KBSM"
"KBSM",425,"47.5","31","14","KBSM"
"KBSM",426,"35","27","12.5","KBSM"
"KBSM",427,"37.25","23.5","11","KBSM"
"KBSM",428,"41.5","30.5","14.5","KBSM"
"KBSM",429,"40","25","14","KBSM"
"KBSM",431,"44.25","33","15","KBSM"
"KBSM",432,"46.25","27","17","KBSM"
"KBSM",433,"46.5","33.5","15","KBSM"
"KBSM",435,"52.5","37","17","KBSM"
"KBSM",436,"49.25","30.5","13.5","KBSM"
"KBSM",437,"*","*","*","KBSM"
"KBSM",438,"37.25","23.5","10.5","KBSM"
"KBSM",439,"38.25","23","12","KBSM"
"KBSM",440,"42.5","28","12","KBSM"
"KBSM",442,"43.5","28","13.5","KBSM"
"KBSM",443,"39.25","34","14","KBSM"
"KBSM",444,"43","26.5","13.5","KBSM"
"KBSM",445,"32.25","24","11","KBSM"
"KBSM",446,"38.75","29","12","KBSM"
"KBSM",447,"46","42","13","KBSM"
"KBSM",448,"39.75","29.5","11.5","KBSM"
"KBSM",449,"30.75","24.5","14","KBSM"
"KBSM",450,"41.25","22.5","15.5","KBSM"
"KBSM",451,"42.75","24","12","KBSM"
"KBSM",452,"43.25","33","13","KBSM"
"KBSM",453,"43.25","32.5","14.5","KBSM"
"KBSM",454,"*","*","*","KBSM"
"KBSM",455,"41.5","26","13","KBSM"
"KBSM",456,"54.5","28","13","KBSM"
"KBSM",458,"45","35.5","14","KBSM"
"KBSM",459,"47.5","27","13.5","KBSM"
"KBSM",460,"44","31.5","14","KBSM"
"KBSM",461,"50","30","22.5","KBSM"
"KBSM",462,"38.5","28","12.5","KBSM"
"KBSM",463,"63.5","41","19","KBSM"
"KBSM",464,"56.5","30","14.5","KBSM"
"KBSM",465,"53.625","30.75","15.75","KBSM"
"KBSM",466,"38.5","33","14","KBSM"
"KBSM",467,"39","23.5","14.5","KBSM"
"KBSM",468,"47.5","26.5","14.5","KBSM"
"KBSM",469,"46.25","28.5","12","KBSM"
"KBSM",470,"45.25","28","14","KBSM"
"KBSM",471,"47","37","14","KBSM"
"KBSM",472,"39.5","29.5","12.5","KBSM"
"KBSM",473,"44.25","34.5","16.5","KBSM"
"KBSM",474,"*","*","*","KBSM"
"KBSM",475,"53.25","24.5","12","KBSM"
"KBSM",476,"51.5","27.5","13.5","KBSM"
"KBSM",477,"33","28.5","11","KBSM"
"KBSM",479,"44","30","14","KBSM"
"KBSM",480,"45.75","29","17","KBSM"
"KBSM",482,"*","*","*","KBSM"
"KBSM",483,"33.25","29","12","KBSM"
"KBSM",484,"34.5","21.5","10.5","KBSM"
"KBSM",485,"44.75","30","15.5","KBSM"
"KBSM",486,"*","*","*","KBSM"
"KBSM",487,"32.75","37.5","12.5","KBSM"
"KBSM",488,"37","23","11","KBSM"
"KBSM",489,"50.75","26","13.5","KBSM"
"KBSM",491,"49.25","33.5","12.5","KBSM"
"KBSM",492,"38.5","27.5","13","KBSM"
"KBSM",493,"37.75","20.5","9.5","KBSM"
"KBSM",494,"41.75","33.5","17.5","KBSM"
"KBSM",495,"39.5","39.5","15.5","KBSM"
"KBSM",496,"47","32","16.5","KBSM"
"KBSM",497,"41.25","22.5","14","KBSM"
"KBSM",498,"41","29.5","13.5","KBSM"
"KBSM",499,"*","*","*","KBSM"
"KBSM",500,"41.5","25","14","KBSM"
"KBSM",501,"38.75","25","11","KBSM"
"KBSM",502,"41.75","32.5","15","KBSM"
"KBSM",503,"41.5","27","15.5","KBSM"
"KBSM",504,"*","*","*","KBSM"
"KBSM",505,"50.25","29.5","14","KBSM"
"KBSM",506,"62","32.5","13.5","KBSM"
"KBSM",507,"48.5","36.5","17","KBSM"
"KBSM",508,"41.75","33.5","14","KBSM"
"KBSM",511,"50","34","13","KBSM"
"KBSM",512,"43.25","22","12","KBSM"
"KBSM",513,"46","22","13","KBSM"
"KBSM",514,"*","*","*","KBSM"
"KBSM",515,"31.75","17.5","12","KBSM"
"KBSM",516,"42.5","31.5","12.5","KBSM"
"KBSM",518,"*","*","*","KBSM"
"KBSM",519,"*","*","*","KBSM"
"KBSM",520,"46.5","28.5","18.5","KBSM"
"KBSM",521,"43","22.5","11","KBSM"
"KBSM",522,"53.5","23.5","12.5","KBSM"
"KBSM",523,"48","24.5","14.5","KBSM"
"KBSM",524,"43.5","30","16.5","KBSM"
"KBSM",525,"45.5","28","14","KBSM"
"KBSM",526,"35.75","24.5","11.5","KBSM"
"KBSM",527,"41.5","28","13","KBSM"
"KBSM",529,"46.75","27.5","13.5","KBSM"
"KBSM",530,"37.5","30.5","12","KBSM"
"KBSM",531,"34.25","27","15","KBSM"
"KBSM",532,"42.75","22","16","KBSM"
"KBSM",533,"29.75","19.5","8.5","KBSM"
"KBSM",534,"33.75","23.5","11","KBSM"
"KBSM",535,"48.5","35","16","KBSM"
"KBSM",536,"46","28","13","KBSM"
"KBSM",537,"45.25","34","15","KBSM"
"KBSM",539,"39.25","29.5","14","KBSM"
"KBSM",540,"45","30.5","12.5","KBSM"
"KBSM",541,"35","27","13.5","KBSM"
"KBSM",542,"47","41","17.5","KBSM"
"KBSM",544,"40.75","32.5","16","KBSM"
"KBSM",545,"42.25","41","19","KBSM"
"KBSM",546,"41","34","11","KBSM"
"KBSM",547,"46.5","26","16","KBSM"
"KBSM",548,"37.25","31","13","KBSM"
"KBSM",549,"50.25","38.5","18","KBSM"
"KBSM",551,"*","*","*","KBSM"
"KBSM",552,"37","26.5","11.5","KBSM"
"KBSM",553,"38.75","30","16","KBSM"
"KBSM",555,"54.75","28","12.5","KBSM"
"KBSM",556,"*","*","*","KBSM"
"KBSM",557,"40.25","36.5","14","KBSM"
"KBSM",558,"52","35","16","KBSM"
"KBSM",559,"45.25","30.5","18.5","KBSM"
"KBSM",560,"39.5","29.5","11","KBSM"
"KBSM",562,"43.75","31","15.5","KBSM"
"KBSM",563,"40.5","31","19.5","KBSM"
"KBSM",564,"*","*","*","KBSM"
"KBSM",565,"46.25","37","13","KBSM"
"KBSM",566,"39","31.5","12","KBSM"
"KBSM",567,"41.5","24.5","14","KBSM"
"KBSM",569,"52.75","32.5","12","KBSM"
"KBSM",570,"38","26","13","KBSM"
"KBSM",571,"44","30","12.5","KBSM"
"KBSM",572,"45","24.5","13.5","KBSM"
"KBSM",573,"38.75","32.5","14","KBSM"
"KBSM",574,"43","27","11.5","KBSM"
"KBSM",576,"43","26.5","13","KBSM"
"KBSM",577,"48.25","29.5","12","KBSM"
"KBSM",578,"47","34","15","KBSM"
"KBSM",579,"48.5","31.5","12.5","KBSM"
"KBSM",580,"41","25.5","13","KBSM"
"KBSM",581,"36.25","34","16","KBSM"
"KBSM",583,"46","27.5","13","KBSM"
"KBSM",584,"55","39.5","16","KBSM"
"KBSM",585,"34.75","27.5","11","KBSM"
"KBSM",586,"50.5","32.5","14.5","KBSM"
"KBSM",588,"48.75","32","16","KBSM"
"KBSM",589,"41.25","29","12.5","KBSM"
"KBSM",592,"44.25","34.5","14.5","KBSM"
"KBSM",593,"38.25","27","12.5","KBSM"
"KBSM",594,"50","35","15.5","KBSM"
"KBSM",595,"48.5","29","14","KBSM"
"KBSM",596,"46.25","27","12.5","KBSM"
"KBSM",597,"59","33.5","16.5","KBSM"
"KBSM",598,"42","26","16.5","KBSM"
"KBSM",599,"*","*","*","KBSM"
"KBSM",600,"43.5","42","18.5","KBSM"
"KBSM",601,"48","43.5","18.5","KBSM"
"KBSM",602,"*","*","*","KBSM"
"KBSM",603,"*","*","*","KBSM"
"KBSM",604,"*","*","*","KBSM"
"KBSM",605,"48","32.5","14","KBSM"
"KBSM",606,"49","26","14.5","KBSM"
"KBSM",608,"40.5","25","12.5","KBSM"
"KBSM",609,"38.25","28.5","13.5","KBSM"
"KBSM",610,"52","30.5","13","KBSM"
"KBSM",611,"43","32","14.5","KBSM"
"KBSM",612,"39.5","19","12.5","KBSM"
"KBSM",613,"36.75","23","12","KBSM"
"KBSM",614,"47.5","31.5","17","KBSM"
"KBSM",618,"54.5","35","17","KBSM"
"KBSM",619,"47","33","13","KBSM"
"KBSM",620,"44.5","27","13","KBSM"
"KBSM",621,"44","38.5","14.5","KBSM"
"KBSM",622,"45.25","28","14","KBSM"
"KBSM",623,"*","*","*","KBSM"
"KBSM",624,"*","*","*","KBSM"
"KBSM",625,"43.25","23.5","12.5","KBSM"
"KBSM",627,"34.5","24.5","11","KBSM"
"KBSM",628,"37","29.5","14.5","KBSM"
"KBSM",629,"51","33","16.5","KBSM"
"KBSM",630,"38","27.5","12.5","KBSM"
"KBSM",632,"47.25","29","11.5","KBSM"
"KBSM",633,"44.25","28","11.5","KBSM"
"KBSM",634,"46.25","30.5","15.5","KBSM"
"KBSM",635,"46.25","35","15.5","KBSM"
"KBSM",636,"45","30.5","12.5","KBSM"
"KBSM",637,"49.25","29.5","16","KBSM"
"KBSM",638,"40.75","27","13.5","KBSM"
"KBSM",639,"47.5","28.5","14.5","KBSM"
"KBSM",640,"49.75","33.5","15","KBSM"
